image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level,source_row
350.jpg,What date is shown at the bottom of this weather map?,14 Sep 2021,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3394
350.jpg,Which organization's logo appears in the bottom left corner?,NOAA,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3395
350.jpg,What time (in UTC) is shown on this weather map?,0306Z,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3396
350.jpg,In which compass direction does the storm system appear to be primarily moving?,Northeast,"['Visual', 'Positional']",Single Entity,_isopleth,0.5–2MP,_region,3397
350.jpg,Count the visible isolated green storm cells in the southern portion of the map.,6,"['Visual', 'Positional']",Counting,_isopleth,0.5–2MP,_region,3398
350.jpg,What band number is specified in the image information at the bottom?,13,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3399
350.jpg,Which satellite captured this image according to the information at the bottom?,GOES-East,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3400
350.jpg,How many separate patches of blue storm activity can be counted in the image?,12,['Visual'],Counting,_isopleth,0.5–2MP,_region,3401
351.jpg,Which weather phenomenon is most likely being monitored here?,Tropical Cyclone,['Comparative'],Single Entity,_isopleth,0.1–0.5MP,_region,3402
351.jpg,Which region appears relatively cloud-free in this image?,Southeastern United States,['Visual'],Single Entity,_isopleth,0.1–0.5MP,_region,3403
351.jpg,Which country is visible at the bottom-center of the image?,Mexico,['Visual'],Single Entity,_isopleth,0.1–0.5MP,_region,3404
351.jpg,What direction is the storm system likely moving toward?,Northeast,['Positional'],Single Entity,_isopleth,0.1–0.5MP,_region,3405
351.jpg,What part of the storm system shows the most symmetry and potential eye formation?,Central Core,['Comparative'],Single Entity,_isopleth,0.1–0.5MP,_region,3406
351.jpg,What ocean is primarily shown in this image?,Gulf of mexico,['Visual'],Single Entity,_isopleth,0.1–0.5MP,_region,3407
351.jpg,Which U.S. state lies west of the storm center?,texas,['Positional'],Single Entity,_isopleth,0.1–0.5MP,_region,3408
352.jpeg,What color in the image indicates the coldest cloud tops (highest intensity)?,Red,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3409
352.jpeg,What color represents the warmest areas (lowest clouds or ocean)?,Gray,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3410
352.jpeg,Are the most intense parts of the storm concentrated in the northwest quadrant?,No,"['Positional', 'Comparative']",Boolean,_isopleth,<0.1MP,_region,3411
352.jpeg,Is there a distinct landfall point shown in the image?,No,['Visual'],Boolean,_isopleth,<0.1MP,_region,3412
352.jpeg,Is this image taken during daylight hours?,No,['Other'],Boolean,_isopleth,<0.1MP,_region,3413
352.jpeg,Is the landmass visible on the left side of the image part of North America?,Yes,"['Visual', 'Positional']",Boolean,_isopleth,<0.1MP,_region,3414
352.jpeg,Is the storm system rotating in a counter-clockwise direction?,Yes,['Positional'],Boolean,_isopleth,<0.1MP,_region,3415
352.jpeg,Which direction is the storm system primarily moving toward?,Northeast,['Positional'],Single Entity,_isopleth,<0.1MP,_region,3416
352.jpeg,Is the eye of the storm clearly visible in this image?,No,['Visual'],Boolean,_isopleth,<0.1MP,_region,3417
352.jpeg,Is the storm affecting the northeast U.S. coast in this image?,Not Directly,['Positional'],Boolean,_isopleth,<0.1MP,_region,3418
353.jpeg,Which U.S. state appears to be directly north of the storm's densest (red/black) cloud mass?,Georgia,"['Visual', 'Positional']",Single Entity,_isopleth,<0.1MP,_region,3419
353.jpeg,Which part of the storm system shows the most symmetrical concentration of red and black pixels?,north-central core,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3420
353.jpeg,Which state’s coastline is the red storm mass closest to?,Florida,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3421
353.jpeg,Which color marks the coldest cloud tops in this infrared satellite image?,Black,['Visual'],Single Entity,_isopleth,<0.1MP,_region,3422
353.jpeg,How many distinct dark red cores (highest intensity storm cells) are visible in the central mass?,2,"['Visual', 'Comparative']",Counting,_isopleth,<0.1MP,_region,3423
353.jpeg,What direction is the storm’s spiral suggesting movement toward?,North-northeast,['Positional'],Single Entity,_isopleth,<0.1MP,_region,3424
353.jpeg,Which U.S. state in the image is mostly cloud-free and appears in full visibility?,Mississippi,['Visual'],Single Entity,_isopleth,<0.1MP,_region,3425
353.jpeg,Which state’s southern border is most engulfed by the outer purple cloud bands?,Alabama,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3426
353.jpeg,How many states are partially visible in the upper part of the image?,3,['Visual'],Counting,_isopleth,<0.1MP,_region,3427
353.jpeg,"Which storm quadrant (NW, NE, SW, SE) contains the brightest green-to-yellow streaks indicating pote",Southeast,"['Visual', 'Positional']",Single Entity,_isopleth,<0.1MP,_region,3428
354.JPG,Is the darkest red point in Florida on the east or west?,East,"['Visual', 'Positional', 'Comparative']",Boolean,_isopleth,0.5–2MP,_region,3430
354.JPG,can whole state of Tennessee seen in the map?,Yes,['Visual'],Boolean,_isopleth,0.5–2MP,_region,3432
354.JPG,Can a part of Illinois be seen in this map?,Yes,['Visual'],Boolean,_isopleth,0.5–2MP,_region,3433
354.JPG,Which is the largest city by population that can be seen on this map,Charlotte,"['Visual', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3434
354.JPG,Can Nashville and Memphis both be seen in the map?,Yes,['Visual'],Boolean,_isopleth,0.5–2MP,_region,3435
354.JPG,Does Cuba seem to be affected by cyclone?,Yes,['Other'],Boolean,_isopleth,0.5–2MP,_region,3436
354.JPG,Is any part of cyclone entering North Carolina?,Yes,['Positional'],Boolean,_isopleth,0.5–2MP,_region,3437
354.JPG,Which state has the western most point that this cyclone is touching,Florida,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3438
355.jpeg,How many green spots have red spots in them?,7,['Visual'],Counting,_isopleth,<0.1MP,_region,3439
355.jpeg,Is there any green spot that does not have yellow?,Yes,['Visual'],Boolean,_isopleth,<0.1MP,_region,3440
355.jpeg,How many regions are there in the top left subsection,6,"['Positional', 'Comparative']",Counting,_isopleth,<0.1MP,_region,3441
355.jpeg,What color is dominant in the extreme bottom left corner,Blue,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3442
355.jpeg,Is there any border in the top right section,Yes,"['Visual', 'Positional', 'Comparative']",Boolean,_isopleth,<0.1MP,_region,3443
355.jpeg,Is there any symbol or logo in this image,Yes,['Other'],Boolean,_isopleth,<0.1MP,_region,3444
355.jpeg,Which section of the map has most number of regions?,Bottom Left,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3445
355.jpeg,is there a red spot above any top right region?,Yes,"['Visual', 'Positional', 'Comparative']",Boolean,_isopleth,<0.1MP,_region,3446
355.jpeg,What is the name of the organization who's logo is present?,National Oceanic and Atmospheric Administration,['Other'],Single Entity,_isopleth,<0.1MP,_region,3447
355.jpeg,"Which side has more of blue parts visible, left or right",Right,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3448
356.jpg,The main red convective cluster sits over which large body of water?,Gulf of Mexico,"['Visual', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3449
356.jpg,Which U.S. state coastline is nearest the northern edge of the deepest reds?,Louisiana,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3450
356.jpg,A narrow tail of red clouds extends south‑south‑west toward which peninsula?,Yucatán,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3451
356.jpg,Does Florida appear largely cloud‑free or cloud‑covered in this frame?,Cloud‑free,['Visual'],Boolean,_isopleth,0.5–2MP,_region,3452
356.jpg,The cluster of bright‑blue clouds in the extreme upper‑centre of the image lies over which U.S state,Arkansas,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3453
356.jpg,A separate small red‑orange burst lies just off the coast of which state east of Louisiana?,Mississippi,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3454
356.jpg,The NOAA logo appears in which corner of the frame?,Bottom‑left,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3455
356.jpg,"Relative to the main storm, Cuba lies in which compass direction?",Southeast,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3456
356.jpg,How many distinct compact black “cores” (very cold tops) can be seen inside the main red mass?,2,"['Visual', 'Positional']",Counting,_isopleth,0.5–2MP,_region,3457
356.jpg,Which large island outline is visible in the lower‑right quadrant of the satellite image?,Cuba,"['Visual', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3458
357.jpg,What color is the eye of the hurricane in this image?,Gray,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3459
357.jpg,How many horizontal blue latitude lines are visible on the map?,3,['Visual'],Counting,_isopleth,0.5–2MP,_region,3460
357.jpg,What unique feature appears in the northern red band of the storm that's different from the main eye,Elongated/stretched shape,"['Visual', 'Positional']",Single Entity,_isopleth,0.5–2MP,_region,3461
357.jpg,What date and time stamp appears at the bottom of the image?,09 Oct 2024 10:54Z,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3462
357.jpg,What unusual pattern appears within the dark center of the hurricane's eye?,Small Red spot,"['Visual', 'Positional']",Single Entity,_isopleth,0.5–2MP,_region,3463
357.jpg,"Which side of the hurricane (north, south, east, or west) shows the weakest precipitation intensity?",Northwest,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3464
357.jpg,What color represents the outermost precipitation bands of the storm system?,Light Blue,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3465
357.jpg,What color indicates the transition zone between the moderate and most intense areas of the storm?,Yellow or orange,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3466
357.jpg,How many distinct spiral bands can be counted extending outward from the hurricane's eye?,4,['Other'],Counting,_isopleth,0.5–2MP,_region,3467
357.jpg,What is the band number indicated in the bottom text line of the image?,13,"['Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3468
358.jpg,What is the darkest color at the center of the storm system?,Black,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3469
358.jpg,How many distinct dark red or black cloud cores are visible?,2,['Visual'],Counting,_isopleth,0.5–2MP,_region,3470
358.jpg,Is the storm system more concentrated over land or water?,Water,['Comparative'],Boolean,_isopleth,0.5–2MP,_region,3471
358.jpg,The long tail-like cloud extension points toward which general corner?,Bottom left,['Other'],Single Entity,_isopleth,0.5–2MP,_region,3472
358.jpg,Which side of the storm system appears more dispersed: east or west?,East,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3473
358.jpg,Which section has the largest contiguous green cloud mass?,Top right,"['Visual', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3474
358.jpg,How many regions in the map show isolated yellow-red blobs?,3,['Other'],Counting,_isopleth,0.5–2MP,_region,3475
358.jpg,What direction is the densest cloud mass moving toward?,Northeast,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3476
358.jpg,Does the eye of the storm appear closer to the coastline or open sea?,open sea,"['Visual', 'Positional']",Boolean,_isopleth,0.5–2MP,_region,3477
358.jpg,Is the image timestamp closer to sunrise or sunset based on time?,sunrise,['Positional'],Boolean,_isopleth,0.5–2MP,_region,3478
359.png,What is the state immediately to the north of the state affected least by the weather on the map?,Tennessee,"['Positional', 'Comparative']",Single Entity,_isopleth,0.1–0.5MP,_region,3479
359.png,What is the state immediately to the west of the state affected least by the weather on the map?,Mississippi,"['Positional', 'Comparative']",Single Entity,_isopleth,0.1–0.5MP,_region,3480
359.png,What is the state immediately to the south of the state affected least by the weather on the map?,Florida,"['Positional', 'Comparative']",Single Entity,_isopleth,0.1–0.5MP,_region,3481
359.png,What is the state immediately to the east of the state affected second most by the weather on the ma,South Carolina,"['Positional', 'Comparative']",Single Entity,_isopleth,0.1–0.5MP,_region,3482
359.png,What is the state that does not contain any red or orange colors on the map?,Alabama,"['Visual', 'Positional']",Single Entity,_isopleth,0.1–0.5MP,_region,3483
359.png,What is the total count of the states that contain only red colors on the map?,0,"['Visual', 'Positional']",Counting,_isopleth,0.1–0.5MP,_region,3484
359.png,What is the total count of the states that contain only green and red colors on the map?,0,"['Visual', 'Positional']",Counting,_isopleth,0.1–0.5MP,_region,3485
359.png,What state contains no colors on the map?,none,"['Visual', 'Positional']",Single Entity,_isopleth,0.1–0.5MP,_region,3486
359.png,What state contains only red on the map?,none,"['Visual', 'Positional']",Single Entity,_isopleth,0.1–0.5MP,_region,3487
359.png,What state contains only one color on the map?,none,"['Visual', 'Positional']",Single Entity,_isopleth,0.1–0.5MP,_region,3488
360.jpeg,How many distinct eye-like features appear within the central structure of this storm system?,2,"['Visual', 'Positional']",Counting,_isopleth,<0.1MP,_region,3489
360.jpeg,What color represents the most intense precipitation band surrounding the cyclone's center?,Red or orange,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3490
360.jpeg,In which direction relative to the eye is the most extensive area of blue precipitation?,Northwest or north,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3491
360.jpeg,How many complete spiral bands can be counted extending from the center outward?,3,['Positional'],Counting,_isopleth,<0.1MP,_region,3492
360.jpeg,What shape best describes the innermost eye structure of this cyclone?,Irregular oval or figure-eight,"['Visual', 'Comparative']",Single Entity,_isopleth,<0.1MP,_region,3493
360.jpeg,Which quadrant of the storm shows the least cloud coverage or precipitation?,Southwest,['Comparative'],Single Entity,_isopleth,<0.1MP,_region,3494
360.jpeg,What percentage of the total visible area shows red/orange intensity levels?,20-25%,['Visual'],Single Entity,_isopleth,<0.1MP,_region,3495
360.jpeg,What distinctive small-scale features appear within the eye itself?,Small clouds or mesovortices,"['Visual', 'Positional']",Single Entity,_isopleth,<0.1MP,_region,3496
360.jpeg,Which part of the storm shows the sharpest color gradient between intensity levels?,Northwestern eyewall,"['Visual', 'Positional']",Single Entity,_isopleth,<0.1MP,_region,3497
360.jpeg,How many distinct color categories are used to represent different precipitation intensities?,5,['Visual'],Counting,_isopleth,<0.1MP,_region,3498
361.jpg,Which continental shelf underlies the main convective cluster?,Mississippi-Alabama,['Other'],Single Entity,_isopleth,0.5–2MP,_region,3499
361.jpg,What color denotes the coldest cloud-top temperatures?,Black,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3500
361.jpg,What color represents the strongest convection?,Red,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3501
361.jpg,"What hue marks warmer, low-lying clouds?",Gray,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3502
361.jpg,What meteorological phenomenon does the black core signify?,Overshooting top,['Visual'],Single Entity,_isopleth,0.5–2MP,_region,3503
361.jpg,Which state lies directly north of that frontal band?,Arkansas,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3504
361.jpg,Which Cuban province is partially visible at the bottom?,Pinar del Río,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,0.5–2MP,_region,3505
361.jpg,Roughly what longitude is that core located at?,85-87,['Positional'],Single Entity,_isopleth,0.5–2MP,_region,3506
361.jpg,Which shading indicates the highest mid-tropospheric moisture?,Dark green,['Comparative'],Single Entity,_isopleth,0.5–2MP,_region,3507
362.jpg,"According to this map, what is the primary color used to denote major roadways?",yellow,['Visual'],Single Entity,_marker,0.1–0.5MP,_region,3508
362.jpg,How many distinct numbered roadways are fully visible within the map's frame?,5,"['Visual', 'Positional']",Counting,_marker,0.1–0.5MP,_region,3509
362.jpg,Is the highway labeled 'AH1' shown to pass directly through Darya Ganj?,Yes,"['Visual', 'Positional']",Boolean,_marker,0.1–0.5MP,_region,3510
362.jpg,What symbol is used on this map to specifically indicate the location of Darya Ganj?,Red Pin,"['Visual', 'Positional']",Single Entity,_marker,0.1–0.5MP,_region,3511
362.jpg,How many cities starting with the letter 'N' are visible on this map besides New Delhi and Noida?,0,['Visual'],Counting,_marker,0.1–0.5MP,_region,3512
362.jpg,How many cities are visible on the map?,10,['Visual'],Counting,_marker,0.1–0.5MP,_region,3513
362.jpg,Which city is at the intersection of 334B and 235?,Meerut,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,3514
362.jpg,Which 2 cities does 235 connect?,Meerut and Bulandshahr,['Other'],Single Entity,_marker,0.1–0.5MP,_region,3516
362.jpg,How many cities are starting with letter B?,2,['Other'],Counting,_marker,0.1–0.5MP,_region,3517
362.jpg,Which city is near Darya Ganj?,Noida,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,3518
363.jpg,Counties investigated is represented by which colour ?,Green,['Visual'],Single Entity,_divisional,0.1–0.5MP,_country,3519
363.jpg,Does the capital of the country lie in any investigation region ?,Yes,['Other'],Boolean,_divisional,0.1–0.5MP,_country,3520
363.jpg,Is Kajiado present in investigation region ?,No,['Other'],Boolean,_divisional,0.1–0.5MP,_country,3521
363.jpg,Is Kitui present in investigation region on this map?,No,['Other'],Boolean,_divisional,0.1–0.5MP,_country,3522
363.jpg,what county lies in between kwale and kilifi ?,Mombasa,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,3523
363.jpg,Which part of the country has more counties under investigation ?,Western,['Comparative'],Single Entity,_divisional,0.1–0.5MP,_country,3525
363.jpg,Name counties that lies west of Tana River ?,Kitui,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,3527
363.jpg,Name shortest travel route from Kajiado to Kitui through non-investigated county ?,Makueni,"['Positional', 'Comparative']",Single Entity,_divisional,0.1–0.5MP,_country,3528
364.jpg,Country from the image which is right of congo and left of uganda?,Democratic Republic of Congo,['Positional'],Single Entity,_divisional,0.5–2MP,_continent,3531
364.jpg,"From the image, how many countries share the border with central african republic ?",5,['Positional'],Counting,_divisional,0.5–2MP,_continent,3532
364.jpg,"Country from the image, which is directly south of Cameroon?",Gabon,['Positional'],Single Entity,_divisional,0.5–2MP,_continent,3533
364.jpg,Number of the countries from the image that borders the Sudan?,9,['Positional'],Counting,_divisional,0.5–2MP,_continent,3534
364.jpg,"From the image, how many countries are red in colour?",15,['Visual'],Counting,_divisional,0.5–2MP,_continent,3537
364.jpg,"From the image, how many countries are green in colour?",15,['Visual'],Counting,_divisional,0.5–2MP,_continent,3538
365.jpg,How many retail store locations are marked on Level 6 of the stadium map?,5,['Visual'],Counting,_multiple,0.5–2MP,_building,3539
365.jpg,Can you see the words ‘Los Angeles’ written inside the stadium on the map?,Yes,"['Visual', 'Positional']",Boolean,_multiple,0.5–2MP,_building,3540
365.jpg,Which retail location on Level 2 is farthest from the other two retail points on the same level?,SEC 125,"['Positional', 'Comparative']",Single Entity,_multiple,0.5–2MP,_building,3541
365.jpg,On which level of the map is the color blue most densely used?,2,"['Visual', 'Comparative']",Single Entity,_multiple,0.5–2MP,_building,3542
365.jpg,How many retail locations are marked on Level 8 of the stadium map?,6,['Visual'],Counting,_multiple,0.5–2MP,_building,3543
365.jpg,Which level of the stadium map contains the highest number of retail locations?,8,"['Positional', 'Comparative']",Single Entity,_multiple,0.5–2MP,_building,3544
365.jpg,Which level of the stadium map contains the least number of retail locations?,4,"['Positional', 'Comparative']",Single Entity,_multiple,0.5–2MP,_building,3545
365.jpg,How many shaded circles are present in the SoFi Stadium logo on the map,5,['Other'],Counting,_multiple,0.5–2MP,_building,3546
365.jpg,What color is used to shade the location of The Equipment Room on the stadium map?,yellow,"['Visual', 'Positional']",Single Entity,_multiple,0.5–2MP,_building,3547
365.jpg,Is the retail location near SEC 210 situated in the northern or southern part of the stadium map?,Northern,['Positional'],Boolean,_multiple,0.5–2MP,_building,3548
366.jpg,How many human figures are shown in the illustration panel at the bottom left?,5,"['Visual', 'Positional', 'Comparative']",Counting,_divisional,0.5–2MP,_continent,3549
366.jpg,Is there a scale or legend near the bottom?,Yes,"['Positional', 'Comparative']",Boolean,_divisional,0.5–2MP,_continent,3550
366.jpg,How many different animal species appear in the vignette scene?,5,['Visual'],Counting,_divisional,0.5–2MP,_continent,3551
366.jpg,Total palm trees in the illustration—two or three?,3,['Other'],Boolean,_divisional,0.5–2MP,_continent,3552
366.jpg,Is the leopard facing right (toward lion) or left?,Right,['Positional'],Boolean,_divisional,0.5–2MP,_continent,3553
366.jpg,Is Madagascar tinted the same color as central Africa or as North Africa?,central Africa,"['Visual', 'Positional']",Boolean,_divisional,0.5–2MP,_continent,3554
366.jpg,Does the Nile’s source lie in a region colored yellow or pink?,Yellow,['Visual'],Boolean,_divisional,0.5–2MP,_continent,3555
366.jpg,Is the bottom scale bar a plain line or a band with colored ticks?,Band with colored ticks,"['Visual', 'Positional', 'Comparative']",Boolean,_divisional,0.5–2MP,_continent,3556
366.jpg,Are several small birds perched on top of the cartouche?,Yes,"['Positional', 'Comparative']",Boolean,_divisional,0.5–2MP,_continent,3557
366.jpg,is longitude number along the top monotonous left → right?,Yes,"['Positional', 'Comparative']",Boolean,_divisional,0.5–2MP,_continent,3558
366.jpg,"Is the Cape of Good Hope shaded pink like central Africa, or green?",Green,['Visual'],Boolean,_divisional,0.5–2MP,_continent,3559
366.jpg,Does the equator line run above or through the cartouche?,Above,['Positional'],Boolean,_divisional,0.5–2MP,_continent,3560
367.jpg,how many provinces are present in purple colour?,9,['Visual'],Counting,_divisional,0.5–2MP,_country,3561
367.jpg,number of provinces in purple touching the Uganda border ?,2,"['Visual', 'Positional']",Counting,_divisional,0.5–2MP,_country,3565
367.jpg,number of provinces in purple touching the costal region?,2,['Visual'],Counting,_divisional,0.5–2MP,_country,3566
367.jpg,can you find label for malindi in this map ? true or false,true,['Visual'],Boolean,_divisional,0.5–2MP,_country,3567
367.jpg,can you find label for `masai mara` in this map ? true or false,false,['Visual'],Boolean,_divisional,0.5–2MP,_country,3568
367.jpg,can you find label for `Kenya` in this map ? true or false,true,['Visual'],Boolean,_divisional,0.5–2MP,_country,3570
368.png,Count the number of red pointers in this image,15,['Visual'],Counting,_marker,>8MP,_region,3571
368.png,How many pointers are north of Pullur,8,['Positional'],Counting,_marker,>8MP,_region,3573
368.png,How many numbered locations are in Tamil Nadu,12,['Other'],Counting,_marker,>8MP,_region,3574
368.png,"How many distinct numbered locations have labels containing diacritics (accent marks, dots, macrons",14,['Visual'],Counting,_marker,>8MP,_region,3576
368.png,How many labelled points look are near coasts?,5,"['Visual', 'Positional']",Counting,_marker,>8MP,_region,3577
368.png,Which state in the map has the least numbered markers?,Goa,['Comparative'],Single Entity,_marker,>8MP,_region,3579
368.png,Which state is in the north west most part of the map?,Goa,"['Positional', 'Comparative']",Single Entity,_marker,>8MP,_region,3580
369.jpg,Which section Is diagonally opposite to B1?,D1,['Visual'],Single Entity,_layout,2–8MP,_building,3581
369.jpg,which section is diagonally opposite to A1?,C1,['Visual'],Single Entity,_layout,2–8MP,_building,3582
369.jpg,which stand is directly opposite to stand AWAY nearest to you are here mark?,AWAY - Top left,"['Positional', 'Comparative']",Single Entity,_layout,2–8MP,_building,3585
369.jpg,how many sections is an AWAY stand divided in?,2,['Visual'],Counting,_layout,2–8MP,_building,3586
369.jpg,Identify the section that is located three sections counter-clockwise from section B1,B4,"['Visual', 'Positional']",Single Entity,_layout,2–8MP,_building,3587
369.jpg,"How many pairs of sections exist where the letter is the same and the numbers are consecutive (e.g.,",20,"['Visual', 'Positional']",Counting,_layout,2–8MP,_building,3588
369.jpg,"after entering the stadium, identify the start of 11 sections clockwise to your location.",D1,"['Visual', 'Positional']",Single Entity,_layout,2–8MP,_building,3589
369.jpg,Which is the closest seat to the closest home stand to the 'you are here' location?,A1,"['Positional', 'Comparative']",Single Entity,_layout,2–8MP,_building,3590
370.jpg,How many squared places with a halfmoon symbol to the left of its square can you find in the image ?,8,['Positional'],Counting,_mixed,2–8MP,_city,3591
370.jpg,How many ★ star‑icons are present on the map ?,14,['Other'],Counting,_mixed,2–8MP,_city,3592
370.jpg,Name the building to the Eastmost direction of map,John Adam Building,['Positional'],Single Entity,_mixed,2–8MP,_city,3594
370.jpg,How many different site‑names include the word “Memorial”?,9,['Other'],Counting,_mixed,2–8MP,_city,3595
370.jpg,BAsed on the map which site / monument is the pointing to in the north ?,National Cathedral,['Positional'],Single Entity,_mixed,2–8MP,_city,3596
370.jpg,Which memorial lies nearest the intersection of Ohio Drive and Independence Avenue?,Martin Luther King Jr. Memorial,"['Positional', 'Comparative']",Single Entity,_mixed,2–8MP,_city,3597
370.jpg,Which site appears inside the oval outline labeled “The Ellipse”?,,"['Visual', 'Positional']",Single Entity,_mixed,2–8MP,_city,3598
370.jpg,The memorial Dr at the west is pointing towards what site name ?,Arlington National Cemetery,['Positional'],Single Entity,_mixed,2–8MP,_city,3599
371.jpg,do you see a seagull in this map? true or false,true,['Visual'],Boolean,_conflict,0.5–2MP,_subcontinent,3601
371.jpg,how many man images are present in this map?,4,['Other'],Counting,_conflict,0.5–2MP,_subcontinent,3602
371.jpg,how many water bodies do you see in this map?,6,['Visual'],Counting,_conflict,0.5–2MP,_subcontinent,3603
371.jpg,how many rivers do you see in this map?,4,['Visual'],Counting,_conflict,0.5–2MP,_subcontinent,3604
371.jpg,this map depicts how many states ?,2,['Other'],Counting,_conflict,0.5–2MP,_subcontinent,3605
371.jpg,based on this map can we say `tribal people live in mountain areas` ? true or false,true,['Other'],Boolean,_conflict,0.5–2MP,_subcontinent,3606
371.jpg,count total red flags in this map?,17,['Visual'],Counting,_conflict,0.5–2MP,_subcontinent,3607
371.jpg,count red flags near the coastal region?,3,"['Visual', 'Positional']",Counting,_conflict,0.5–2MP,_subcontinent,3608
371.jpg,is there a river near tribal man? true or false,false,['Positional'],Boolean,_conflict,0.5–2MP,_subcontinent,3609
371.jpg,this map is reproduced in which year ?,1941,['Other'],Single Entity,_conflict,0.5–2MP,_subcontinent,3610
372.jpg,is there any line going through India?,Yes,['Positional'],Boolean,_network,0.1–0.5MP,_continent,3612
372.jpg,where has the maximum migration been done?,Africa,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,3613
372.jpg,Where does the line end?,Europe,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,3614
372.jpg,Name the country from where the migration start,Ethiopia,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,3615
372.jpg,Which country has the northernmost point of migration,Russia,"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_continent,3617
372.jpg,When was this map made?,no data,['Other'],Single Entity,_network,0.1–0.5MP,_continent,3619
373.png,How many country codes are there in this map?,54,['Other'],Counting,_divisional,0.5–2MP,_continent,3620
373.png,How many codes belong to more than 1 region?,2,['Comparative'],Counting,_divisional,0.5–2MP,_continent,3621
373.png,How many stand alone water bodies can you see?,6,['Visual'],Counting,_divisional,0.5–2MP,_continent,3622
373.png,In this map how many country codes immediately surround Central African Republic?,6,['Positional'],Counting,_divisional,0.5–2MP,_continent,3623
373.png,How many country codes immediately surround Ascension Island?,0,['Positional'],Counting,_divisional,0.5–2MP,_continent,3624
373.png,How many country codes surround Ascension Island in 100 km proximity?,0,['Positional'],Counting,_divisional,0.5–2MP,_continent,3625
373.png,How many country codes are there in this image that aren't in mainland Africa?,11,['Other'],Counting,_divisional,0.5–2MP,_continent,3626
373.png,"Starting from GQ, how many countries do I need to fly over to reach AO?",3,['Comparative'],Counting,_divisional,0.5–2MP,_continent,3627
373.png,"Starting from GQ, how many countries do I need to fly over to reach LS?",7,['Comparative'],Counting,_divisional,0.5–2MP,_continent,3628
373.png,which is the biggest island in this image after Madagascar?,TA,['Comparative'],Single Entity,_divisional,0.5–2MP,_continent,3629
374.png,Which country in South America had the highest CO₂ emissions per capita in 2020?,Brazil,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,3630
