qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,legend_style,relative_region,generation_status,generated_tokens,inference_seconds,final_answer,evaluated_answer,answer_extraction_method,primary_score,strict_exact_match,metric,precision,recall,f1,rankwise_precision,mrr,map,rank_parse_success,rank_format_compliant,range_relation,normalized_ground_truth,normalized_prediction,evaluation_note
mapwise_india_map13_0C_t42_idx0069,69,india,map13_0C,42,"Yes/No: Jharkhand has a higher value than West Bengal, and also have a similar value as Karnataka.",Yes,Binary,c,N,complete,1286,127.837,Yes,Yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map13_0C_t6_idx0070,70,india,map13_0C,6,Yes or no: the map depicts absolute values.,Yes,Binary,c,N,complete,149,15.593,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map13_0C_t20_idx0071,71,india,map13_0C,20,Name the western most state that has a higher value compared to all its neighbours.,Goa,Single,c,Y,complete,1431,141.457,Gujarat,Gujarat,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""goa""]","[""gujarat""]",
mapwise_india_map13_0C_t22_idx0072,72,india,map13_0C,22,Yes or no: States on the west coast have lower values on average than states on the east coast.,No,Binary,c,N,complete,1439,142.703,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map13_0C_t33_idx0073,73,india,map13_0C,33,Yes or no: Manipur and Mizoram are the pair of bordering states with the highest difference.,No,Binary,c,Y,truncated,3072,303.078,"Got it, let's try to figure this out. First, I need to recall which states are Manipur and Mizoram. Wait, the map is of India, so states like Manipur (MAN) and Mizoram (MI) are present. Let's check the legend: the color scale goes from 600 to 1100, with darker green being lower and lighter green/yellow being higher.

First, find the values for Manipur (MI) and Mizoram (MI? Wait, no, Mizoram is MI, Manipur is MN? Wait, let's check the labels. On the map, the states are labeled with abbreviations. Let's list the abbreviations:

Looking at the map, the states:

- Manipur is likely ""MN"" (since in the map, there's a label ""MN"" near the east, maybe Manipur). Wait, no, Mizoram is ""MI"" (Mizoram is MI). Let's confirm: in the map, the labels include ""MI"" which is Mizoram, and ""MN"" which is Manipur? Wait, no, Manipur's abbreviation is MN, and Mizoram is MI. Let's check the map:

Looking at the map, the state labeled ""MI"" is Mizoram, and ""MN"" is Manipur. Now, we need to find their values. The color for Manipur (MN) and Mizoram (MI).

First, check the color of MN (Manipur) and MI (Mizoram). Let's see the legend: the color scale is from 600 (dark blue) to 1100 (yellow). So higher values are lighter colors.

Looking at the map:

- Mizoram (MI): what color is it? Let's see. The state MI is in the east, near the border with Assam (AS). The color for MI—since it's a light green, maybe around 1000? Wait, the legend: the yellow is 1100, so lighter colors are higher.

- Manipur (MN): what's its color? Let's check. Manipur is labeled ""MN"" on the map. Let's see the color. If MN is a darker green, that would mean a lower value.

Wait, but the question is about the pair of bordering states with the highest difference. So first, are Manipur and Mizoram bordering? Yes, Manipur and Mizoram are neighboring states in Northeast India.

Now, we need to find their values. Let's check the map:

- Mizoram (MI): looking at the map, MI is colored in a light green, which is towards the higher end of the scale. Let's see the legend: the yellow is 1100, so light green is maybe 1000-1100.

- Manipur (MN): what's its color? Let's check. MN is a state in the east, near the border with Assam. The color for MN—since it's a darker green, maybe around 900 or lower.

Wait, but we need to check the exact values. Alternatively, maybe the map has specific colors. Let's think: the highest value is 1100 (yellow), so the state with the highest value would be the one with yellow. Let's see which state is yellow. Looking at the map, the state ""CT"" (Chhattisgarh?) or ""OR"" (Odisha) might be yellow. Wait, no, the map labels: let's list all states:

The abbreviations on the map:

- JK (Jammu & Kashmir), HP (Haryana), PB (Punjab), CH (Chandigarh?), UT (Union Territory), HR (Haryana?), DL (Delhi), RJ (Rajasthan), MP (Madhya Pradesh), UP (Uttar Pradesh), MP (Madhya Pradesh), BH (Bihar), JH (Jharkhand), CT (Chhattisgarh), OR (Odisha), TN (Tamil Nadu), KL (Kerala), AP (Andhra Pradesh), TS (Telangana), GA (Gujarat), LD (Ladakh?), PD (Punjab?), MN (Manipur), MI (Mizoram), TR (Tamil Nadu?), ME (Meghalaya), AS (Assam), NL (Nagaland), SK (Sikkim), WB (West Bengal), AR (Arunachal Pradesh), etc.

Wait, the key is to find the values for Manipur (MN) and Mizoram (MI). Let's check their colors.

Mizoram (MI): the color is a light green, which is towards the higher end. Let's see the legend: the color for MI is a light green, so maybe around 1000.

Manipur (MN): what's its color? Let's see. Manipur is labeled ""MN"" on the map. Looking at the map, MN is a state that's a bit darker than MI. So if MI is, say, 1000, and MN is, say, 800, then the difference is 200.

But we need to check if there are other bordering states with a larger difference. Wait, the question is: are Manipur and Mizoram the pair with the highest difference?

First, confirm if they are bordering. Yes, Manipur and Mizoram share a border.

Now, check their values. Let's look at the map:

- Mizoram (MI): color is light green, which is in the upper part of the scale (closer to 1100).

- Manipur (MN): color is a darker green, so lower value.

Now, are there other bordering states with a larger difference? Let's think of other neighboring states.

For example, Arunachal Pradesh (AR) and Sikkim (SK) are bordering, but what are their values? AR is a dark gray, which is lower (since the legend goes from 600 to 1100, dark gray is lower). SK is a light green, so maybe higher.

Wait, but the question is about the highest difference. So we need to find the two bordering states with the maximum difference in their values.

Let's check the values:

First, find the value for each state. The color scale: the higher the value, the lighter the color.

Let's list some states:

- The state with the highest value (1100) is likely the one with the lightest yellow. Looking at the map, which state is yellow? Let's see: the state ""CT"" (Chhattisgarh) or ""OR"" (Odisha) might be yellow. Wait, no, the map's legend says the yellow is 1100, so the state with the highest value is the one with yellow.

Looking at the map, the state ""CT"" (Chhattisgarh) is yellow? Or ""OR"" (Odisha)? Let's check the labels. The state ""CT"" is labeled, and it's a yellow color. So Chhattisgarh (CT) has the highest value (1100).

Now, Manipur (MN) is a darker green, so lower value. Mizoram (MI) is a light green, so higher than MN.

Wait, but let's check the exact colors. The legend: the color for 1100 is yellow, 1000 is light green, 900 is medium green, 800 is darker green, 700 is teal, 600 is dark blue.

So:

- Chhattisgarh (CT) is yellow (1100).

- Odisha (OR) is also yellow? Wait, no, the map shows CT as yellow, OR as light green.

- Mizoram (MI) is light green (1000).

- Manipur (MN) is darker green (maybe 800 or 900).

Wait, but let's check the difference between MN and MI. If MN is 800 and MI is 1000, the difference is 200.

Now, check other bordering pairs. For example, Arunachal Pradesh (AR) and Sikkim (SK). AR is dark gray (low value, maybe 600-700), SK is light green (1000). So difference is 1000 - 600 = 400, which is higher than 200.

Wait, but is AR and SK bordering? Arunachal Pradesh (AR) is a state that borders Sikkim (SK). Yes, they are neighboring.

So if AR has a low value (dark gray) and SK has a high value (light green), their difference is larger than MN and MI.

Wait, but let's check the map. AR is labeled as ""AR"" (Arunachal Pradesh), and SK is ""SK"" (Sikkim). The color of AR: it's a dark gray, which is towards the lower end of the scale (since the legend goes from 600 to 1100, dark gray is lower). SK is a light green, so higher.

So the difference between AR (low) and SK (high) would be larger than MN and MI.

But wait, the question is: ""Yes or no: Manipur and Mizoram are the pair of bordering states with the highest difference.""

So we need to check if their difference is the highest.

Let's check the values:

- Manipur (MN): let's see the color. MN is a state in the east, near the border with Assam. The color for MN is a medium green, so maybe 900.

- Mizoram (MI): color is light green, so 1000.

Difference: 1000 - 900 = 100.

Now, Arunachal Pradesh (AR): color is dark gray, which is lower. Let's say AR is 600 (since it's dark gray, which is near the bottom of the scale). Sikkim (SK) is light green, 1000. Difference: 1000 - 600 = 400.

That's a bigger difference.

Another pair: Assam (AS) and Nagaland (NL). AS is a medium green, NL is light green. Difference is small.

Another pair: Meghalaya (ME) and Assam (AS). ME is a medium green, AS is medium green. Difference small.

What about Telangana (TS) and Andhra Pradesh (AP)? TS is dark gray, AP is medium green. Difference: 900 - 600 = 300.

Wait, but let's check the map. TS (Telangana) is labeled as ""TS"", and it's a dark gray color. AP (Andhra Pradesh) is a medium green. So TS is lower, AP is higher. Difference is 300.

But Arunachal Pradesh (AR) is even lower. Let's see: AR is a dark gray, which is the same as TS? Or darker?

The legend: the color for AR is darker than TS. So AR is lower than TS.

So AR's value is lower than TS. So AR and SK: AR is very low (maybe 600), SK is 1000. Difference 400.

Now, is there a pair with a larger difference? Let's check the highest and lowest.

The highest value is 1100 (Chhattisgarh, CT). The lowest value is probably Arunachal Pradesh (AR) or another state. Let's see: the state with the lowest value is the one with the darkest color. The legend's bottom is 600, so the darkest color is 600.

Looking at the map, which state is the darkest? AR (Arunachal Pradesh) is a dark gray, which is the darkest. So AR is 600.

The highest is CT (Chhattisgarh) at 1100.

Now, are CT and AR bordering? No, Chhattisgarh is in central India, Arunachal Pradesh is in the northeast. They are not bordering. So the bordering pairs are limited.

So the bordering pairs:

- Manipur (MN) and Mizoram (MI): bordering.

- Arunachal Pradesh (AR) and Sikkim (SK): bordering.

- Arunachal Pradesh (AR) and Assam (AS): bordering.

- Sikkim (SK) and Bhutan (but Bhutan is not a state in India, so not considered).

- Manipur (MN) and Assam (AS): bordering.

- Mizoram (MI) and Manipur (MN): bordering.

- Mizoram (MI) and Tripura (TR): bordering.

- Tripura (TR) and Assam (AS): bordering.

- Tripura (TR) and Mizoram (MI): bordering.

- Assam (AS) and Nagaland (NL): bordering.

- Nagaland (NL) and Manipur (MN): bordering.

- Nagaland (NL) and Tripura (TR): no, maybe not.

So let's list the bordering pairs and their values:

1. Manipur (MN) and Mizoram (MI):

   - MN: color is medium green (let's say 900)

   - MI: color is light green (1000)

   - Difference: 100

2. Arunachal Pradesh (AR) and Sikkim (SK):

   - AR: dark gray (600)

   - SK: light green (1000)

   - Difference: 400

3. Arunachal Pradesh (AR) and Assam (AS):

   - AR: 600

   - AS: medium green (900)

   - Difference: 300

4. Assam (AS) and Nagaland (NL):

   - AS: 900

   - NL: light green (1000)

   - Difference: 100

5. Nagaland (NL) and Manipur (MN):

   - NL: 1000

   - MN: 900

   - Difference: 1",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map13_0C_t32_idx0074,74,india,map13_0C,32,Yes or no: Telangana is an outlier compared to other states in South India.,Yes,Binary,c,N,complete,646,64.139,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map13_0D_t35_idx0075,75,india,map13_0D,35,How many states bordering Nepal have a value higher than Tripura?,2,Count,d,Y,complete,2502,247.109,0,0,saved_final_answer,0.0,0,count_exact_match,,,,,,,,,,2,0,
mapwise_india_map13_0D_t4_idx0076,76,india,map13_0D,4,What value range does the second lightest shade represent?,"999.0 - 1,029.0",Range,d,N,complete,1401,139.55,"999.0 - 1,029.0","999.0 - 1,029.0",saved_final_answer,1.0,1,range_exact_match,,,,,,,,,exact,999.0-1029.0,999.0-1029.0,
mapwise_india_map13_0D_t42_idx0077,77,india,map13_0D,42,"Yes/No: West Bengal has a lower value than Gujarat, and also have a higher value than Mizoram.",No,Binary,d,N,complete,796,81.3,No,No,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map13_0D_t18_idx0078,78,india,map13_0D,18,Yes or no: the value of Haryana is similar to its neighbouring state Himachal Pradesh.,Yes,Binary,d,Y,complete,119,12.732,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map13_0D_t32_idx0079,79,india,map13_0D,32,Yes or no: Arunachal Pradesh is an outlier compared to other states bordering Myanmar.,Yes,Binary,d,Y,complete,901,90.017,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map13_0D_t34_idx0080,80,india,map13_0D,34,Yes or no: Telangana is the southern most state that has a similar value compared to all its neighbours.,No,Binary,d,Y,complete,750,74.432,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map13_0D_t22_idx0081,81,india,map13_0D,22,Yes or no: States on the west coast have lower values on average than states on the east coast.,Yes,Binary,d,N,complete,2698,269.353,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map13_0D_t39_idx0082,82,india,map13_0D,39,"Yes or no: all states bordering China have values above 1,029.0.",No,Binary,d,N,complete,1201,118.849,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map13_0D_t5_idx0083,83,india,map13_0D,5,Yes or no: the legend has different shades of the same colour?,Yes,Binary,d,N,complete,246,25.041,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map16_6C_t13_idx0084,84,india,map16_6C,13,Which state has the highest value along the Nepal border?,Uttar Pradesh,Single,c,N,complete,274,27.541,UP,UP,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""uttar pradesh""]","[""uttar pradesh""]",
mapwise_india_map16_6C_t31_idx0085,85,india,map16_6C,31,Yes or no: a majority of states bordering Myanmar have values less greater than 12k.,No,Binary,c,Y,complete,2163,216.529,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_india_map16_6C_t10_idx0086,86,india,map16_6C,10,Is the value of Karnataka closer to Kerala or Assam?,Kerala,Single,c,N,complete,844,83.492,Kerala,Kerala,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""kerala""]","[""kerala""]",
mapwise_india_map16_6C_t19_idx0087,87,india,map16_6C,19,Yes or no: the value of Jharkhand is lower than Rajasthan.,Yes,Binary,c,N,complete,108,11.32,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map16_6C_t36_idx0088,88,india,map16_6C,36,Name the N-most state with values in range 12k - 14k.,Uttar Pradesh,Single,c,N,complete,729,72.854,UP,UP,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""uttar pradesh""]","[""uttar pradesh""]",
mapwise_india_map16_6C_t21_idx0089,89,india,map16_6C,21,Yes or no: Karnataka has the highest value in the west coast region.,Yes,Binary,c,N,complete,320,31.945,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map16_6C_t33_idx0090,90,india,map16_6C,33,Yes or no: Assam and Meghalaya are the pair of bordering states with the highest difference.,No,Binary,c,Y,complete,775,77.113,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map16_6C_t16_idx0091,91,india,map16_6C,16,Between which two legend markings does Kerala fall in?,4k - 6k,Range,c,N,complete,540,54.414,2k and 4k,2k and 4k,saved_final_answer,0.0,0,range_no_match,,,,,,,,,no_match,"[4000.0, 6000.0]",2kand4k,Open-ended/single-value legend categories require normalized exact matching; bounded intervals additionally support numeric comparison.
mapwise_india_map42_3D_t34_idx0092,92,india,map42_3D,34,Yes or no: West Bengal is the easternmost state that has a higher value compared to all its neighbours.,Yes,Binary,d,Y,truncated,3072,304.682,"Got it, let's try to solve this problem. First, we need to check if West Bengal (WB) is the easternmost state with a higher value than all its neighbors. 

First, identify West Bengal on the map. The label ""WB"" is on the eastern part of India, near the Bay of Bengal. Now, we need to look at its neighboring states. Let's recall the neighboring states of West Bengal. West Bengal shares borders with several states: Bihar (BH), Jharkhand (JH), Odisha (OR), and also maybe Assam (AS)? Wait, let's check the map.

Looking at the map, the states around WB: to the north is Bihar (BH), to the west is Jharkhand (JH), to the east is Odisha (OR), and maybe Assam (AS) is also a neighbor? Wait, the map labels: let's list the states adjacent to WB.

First, check the color of WB. The legend has different color codes. WB is colored in a dark blue, which corresponds to the range 40,133.33 - 230,200.0. Now, we need to check the neighboring states' colors to see if they have lower values.

First, list the neighbors of West Bengal (WB):

- North: Bihar (BH) – what color is BH? On the map, BH is a medium green (1,000.0 - 5,700.0)
- West: Jharkhand (JH) – JH is light green (100.0 - 1,000.0)
- East: Odisha (OR) – OR is medium green (1,000.0 - 5,700.0)
- Also, maybe Assam (AS)? Let's check. AS is labeled, and its color is light green (100.0 - 1,000.0). Wait, is AS a neighbor of WB? Yes, Assam is to the north-east of WB, so they share a border.

Now, WB's color is dark blue (40,133.33 - 230,200.0), which is higher than the neighbors' colors. Let's confirm the color ranges:

- Dark blue: 40,133.33 - 230,200.0
- Medium green: 1,000.0 - 5,700.0
- Light green: 100.0 - 1,000.0
- The other colors are lower (like -0.01 to 100.0, which is the lightest green)

So WB's value is in the highest range (40k-230k), while its neighbors (BH, JH, OR, AS) are in lower ranges (1k-5.7k, 100-1k). So WB has a higher value than all its neighbors.

Now, is WB the easternmost state with this property? Let's check if there are any states east of WB. The easternmost states in India are the ones near the Bay of Bengal. West Bengal is on the east coast, but what about other states? For example, Tripura (TR), Mizoram (MI), Manipur (MN), Arunachal Pradesh (AR), etc. Wait, but let's check their colors.

First, check the easternmost states. The map shows:

- Arunachal Pradesh (AR) is in the far east, labeled AR. What's its color? AR is light green (100.0 - 1,000.0), which is lower than WB's dark blue.

- Tripura (TR) is also in the east, color is light green (100-1k).

- Mizoram (MI) is light green.

- Manipur (MN) is light green.

- Assam (AS) is light green (100-1k), which is north of WB.

- Odisha (OR) is medium green (1k-5.7k), which is east of WB? Wait, no, Odisha is to the east of Jharkhand, but WB is east of Jharkhand. Wait, the map's geography: West Bengal is between Bihar (north), Jharkhand (west), and Odisha (east), and Assam (north-east). So the states east of WB would be Odisha, but Odisha is to the east of WB? Wait, no, Odisha is to the east of Jharkhand, but WB is east of Jharkhand. Let me think of the map layout.

Looking at the map, the eastern part has WB, then to the east of WB is the Bay of Bengal, so the states east of WB would be the ones in the far east like Arunachal Pradesh, but those are not directly adjacent. Wait, the neighboring states of WB are:

- North: Bihar (BH)
- West: Jharkhand (JH)
- East: Odisha (OR)
- North-East: Assam (AS)

So the states directly adjacent to WB are BH, JH, OR, AS.

Now, check if any state east of WB has a higher value than all its neighbors. Let's see the easternmost states. The farthest east would be Arunachal Pradesh (AR), but AR is not adjacent to WB. Let's check AR's color: AR is light green (100-1k), which is lower than WB's dark blue. Tripura (TR) is also light green. So WB is east of these, but are there any states east of WB with higher values?

Wait, the question is: ""West Bengal is the easternmost state that has a higher value compared to all its neighbours.""

So we need to check if WB is the easternmost state where all its neighbors have lower values.

First, confirm WB's neighbors:

- BH (Bihar): color is medium green (1k-5.7k) → lower than WB's dark blue (40k-230k)
- JH (Jharkhand): light green (100-1k) → lower
- OR (Odisha): medium green (1k-5.7k) → lower
- AS (Assam): light green (100-1k) → lower

So all neighbors of WB have lower values than WB.

Now, check if there are any states east of WB that have higher values than all their neighbors.

The states east of WB would be, for example, Arunachal Pradesh (AR), Tripura (TR), Mizoram (MI), Manipur (MN), etc. Let's check their colors:

- AR: light green (100-1k)
- TR: light green (100-1k)
- MI: light green (100-1k)
- MN: light green (100-1k)
- All these are in the 100-1k range, which is lower than WB's 40k-230k.

What about Odisha (OR)? OR is a neighbor of WB, but OR is east of Jharkhand, but WB is east of Jharkhand. Wait, OR is to the east of WB? No, WB is to the west of OR. Wait, the map: West Bengal is on the west side of Odisha. So Odisha is east of WB. So WB's east neighbor is Odisha (OR). So OR is east of WB, but OR's color is medium green (1k-5.7k), which is lower than WB's dark blue.

Now, are there any states east of WB that have a higher value than all their neighbors? Let's check the states east of WB. The states east of WB would be Odisha (OR), but OR is a neighbor, and its color is lower. Then the states further east: Arunachal Pradesh (AR), Tripura (TR), etc. Their colors are all light green (100-1k), which is lower than WB's dark blue.

Now, is there any state east of WB with a higher value than all its neighbors? Let's check the color of WB: dark blue (40k-230k). The next highest color is the dark teal (10k-40k), then medium green (1k-5.7k), etc.

Wait, let's check the color codes again:

- Lightest green: -0.01 - 100.0 (very low)
- Light green: 100.0 - 1,000.0
- Medium green: 1,000.0 - 5,700.0
- Dark teal: 5,700.0 - 10,733.33
- Dark blue: 10,733.33 - 40,133.33? Wait, no, the legend says:

Wait the legend is:

- -0.01 - 100.0 (lightest green)
- 100.0 - 1,000.0 (light green)
- 1,000.0 - 5,700.0 (medium green)
- 5,700.0 - 10,733.33 (dark teal)
- 10,733.33 - 40,133.33 (dark blue)
- 40,133.33 - 230,200.0 (darkest blue)

Wait, the legend in the image:

The legend has:

- -0.01 - 100.0 (light green)
- 100.0 - 1,000.0 (lighter green)
- 1,000.0 - 5,700.0 (medium green)
- 5,700.0 - 10,733.33 (dark teal)
- 10,733.33 - 40,133.33 (dark blue)
- 40,133.33 - 230,200.0 (darkest blue)
- N/A (gray)

Wait, the user's map legend:

Looking at the legend:

- First color: light green (very light) for -0.01 - 100.0
- Second: light green (medium) for 100.0 - 1,000.0
- Third: medium green for 1,000.0 - 5,700.0
- Fourth: dark teal for 5,700.0 - 10,733.33
- Fifth: dark blue for 10,733.33 - 40,133.33
- Sixth: darkest blue for 40,133.33 - 230,200.0
- N/A: gray

Wait, but in the map, WB is colored in the darkest blue (40,133.33 - 230,200.0). Let's confirm the color of WB. The map shows WB as a dark blue, which is the darkest blue in the legend.

Now, check the neighbors of WB:

- Bihar (BH): what color is BH? BH is a medium green (1,000.0 - 5,700.0)
- Jharkhand (JH): light green (100.0 - 1,000.0)
- Odisha (OR): medium green (1,000.0 - 5,700.0)
- Assam (AS): light green (100.0 - 1,000.0)

All these neighbors are in lower ranges than WB's 40k-230k. So WB has a higher value than all its neighbors.

Now, is WB the easternmost state with this property? Let's check if there are any states east of WB that have a higher value than all their neighbors.

The states east of WB would be the ones in the far east, like Arunachal Pradesh (AR), Tripura (TR), Mizoram (MI), Manipur (MN), etc. Let's check their colors:

- AR: light green (100-1k) → lower than WB's 40k-230k
- TR: light green (100-1k)
- MI: light green (100-1k)
- MN: light green (100-1k)
- All these are in the 100-1k range, which is lower than WB's 40k-230k.

What about Odisha (OR)? OR is east of WB, but OR's color is medium green (1k-5.7k), which is lower than WB's 40k-230k. So OR is not higher than WB.

Now, check if there are any states east of WB with a higher value than all their neighbors. Since all states east of WB have lower values (100-1k), WB is the easternmost state with a higher value than all its neighbors.

Wait, but is there a state east of WB that has a higher value? Let's check the color of WB: 40k-230k. Are there any states east of WB with values in 40k-230k? Looking at the map, the only state with the darkest blue (40k-230k) is WB. Let's check other states:

- Gujarat (GJ): dark blue (40k-230k) → but Gujarat is west of WB, so not east.
- Maharashtra (MH): dark blue (40k-230k) → west of WB.
- Karnataka (KA): dark blue (40k-230k) → south of WB",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map42_3D_t2_idx0093,93,india,map42_3D,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,Binary,d,N,complete,111,11.581,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map42_3D_t41_idx0094,94,india,map42_3D,41,Are there significant gaps between certain ranges?,Yes,Single,d,N,complete,1057,102.622,No,No,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""yes""]","[""no""]",
mapwise_india_map42_3D_t30_idx0095,95,india,map42_3D,30,Does Himachal Pradesh have the same value to Meghalaya amongst the states in Himalayan region.,No,Binary,d,N,complete,1020,99.455,No,No,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map42_3D_t25_idx0096,96,india,map42_3D,25,What is the median range of the states bordering Bangladesh?,"100.0 - 1,000.0",Range,d,Y,complete,1656,161.112,-0.01 - 100.0,-0.01 - 100.0,saved_final_answer,0.0,0,discrete_range_exact_match,,,,,,,,,no_match,"[100.0, 1000.0]","[-0.01, 100.0]",Discrete: exact normalized range match only.
mapwise_india_map42_3D_t4_idx0097,97,india,map42_3D,4,What value range does the lightest shade represent?,-0.01 - 100.00,Range,d,N,complete,82,8.583,-0.01 - 100.0,-0.01 - 100.0,saved_final_answer,1.0,1,discrete_range_exact_match,,,,,,,,,exact,"[-0.01, 100.0]","[-0.01, 100.0]",Discrete: exact normalized range match only.
