qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,declared_ground_truth_type,effective_ground_truth_type,generation_status,generated_tokens,final_answer,evaluated_answer,answer_extraction_method,strict_exact_match,normalized_ground_truth,normalized_prediction,inference_seconds,adapter_name,adapter_path,evaluation_note
mapwise_china_map23_5C_t33_idx0406,406,china,map23_5C,33,Yes or no: Guangdong and Guangxi are the pair of bordering states with the highest difference.,Yes,Binary,,,complete,1613,yes,yes,saved_final_answer,1,yes,yes,86.208,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_usa_map_7729_t36_idx0407,407,usa,map_7729,36,Name the northern most state in the range 0.2-0.22.,North Dakota,Single,,,complete,1955,New Hampshire,New Hampshire,saved_final_answer,0,"[""north dakota""]","[""new hampshire""]",102.764,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_usa_map_1342_t9_idx0408,408,usa,map_1342,9,Does South Dakota fall in range above 5%?,Yes,Binary,,,complete,209,yes,yes,saved_final_answer,1,yes,yes,11.918,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map8_0D_t20_idx0409,409,china,map8_0D,20,Name the northmost state that belongs a higher value range compared to all its neighbours.,Beijing,Single,,,truncated,3072,"Got it, let's try to solve this problem. First, we need to find the northmost state that has a higher value range compared to all its neighbors. Let's recall the legend: the color codes are:

- Light green: -5.76 to -1.91
- Teal (lighter greenish-blue): -1.91 to -0.28
- Darker teal (more blue-green): -0.28 to -0.66
- Dark blue: 0.66 to 8.76
- Gray: N/A

First, identify the northmost state. Looking at the map, the northernmost regions would be the top part of China. Let's list the states (abbreviations) and their positions.

The map has various abbreviations. Let's note the northern states. For example, HL (Heilongjiang), JI (Jilin), LN (Liaoning), NM (Neimenggu), etc. Wait, the northernmost would be the one at the top. Let's check the map: the top part has HL, JI, LN, maybe others.

Now, we need to find a state that is in the higher value range (dark blue: 0.66-8.76) and is northmost, and all its neighbors are in lower ranges (so not dark blue, maybe light green or teal).

First, identify which states are dark blue (higher value). Looking at the map:

- XJ (Xinjiang) is dark blue.
- QH (Qinghai) is dark blue.
- XZ (Tibet) is dark blue.
- GZ (Guangxi) is dark blue? Wait, no, let's check the abbreviations. Wait, the map has labels like XJ, QH, XZ, which are regions. Let's list the dark blue states (0.66-8.76):

Looking at the map, the dark blue regions are:

- XJ (Xinjiang)
- QH (Qinghai)
- XZ (Tibet)
- Maybe others? Let's see. Also, GD (Guangdong) is dark blue? Wait, the legend says dark blue is 0.66-8.76. Let's check the colors.

Wait, the map's dark blue is the highest range. Now, the northmost state. Let's think about the geographical north. In China, the northernmost provinces are Heilongjiang (HL), Jilin (JI), Liaoning (LN), etc. But are any of these dark blue?

Wait, looking at the map: the northern part (top) has HL, JI, LN, NM (Neimenggu), etc. Let's check their colors. The light green is the lowest range (-5.76 to -1.91). The northern states like HL, JI, LN, NM are light green. So they are in the lowest range.

Now, the dark blue states are the ones in the west and south. For example, XJ (Xinjiang) is dark blue, QH (Qinghai) is dark blue, XZ (Tibet) is dark blue. Let's check their positions. Xinjiang (XJ) is in the northwest, Qinghai (QH) is west of Xinjiang, Tibet (XZ) is south of Qinghai. Are these northmost? Wait, no. The northmost would be the northernmost point, which is Heilongjiang (HL), but HL is light green.

Wait, maybe I'm misunderstanding ""northmost state"". Let's check the map's geography. The map is of China, so the northernmost region is Heilongjiang (HL), then Jilin (JI), Liaoning (LN), etc.

Now, we need a state that is in the higher value range (dark blue) and is northmost. Wait, but the dark blue states are in the west and south. Let's check the abbreviations:

Looking at the map, the dark blue regions (0.66-8.76) are:

- XJ (Xinjiang)
- QH (Qinghai)
- XZ (Tibet)
- Maybe GZ (Guangxi)? Wait, no, GZ is in the south. Wait, the map has labels like XJ, QH, XZ, which are the western regions. Let's check the positions:

XJ (Xinjiang) is the westernmost, QH (Qinghai) is west of Xinjiang, XZ (Tibet) is south of Qinghai. Are these northmost? No, because the northern part is the top of the map (Heilongjiang, etc.).

Wait, maybe I made a mistake. Let's list all the states and their colors.

First, the legend:

- Light green: -5.76 to -1.91 (lowest)
- Teal (medium green): -1.91 to -0.28
- Darker teal (blue-green): -0.28 to -0.66
- Dark blue: 0.66 to 8.76 (highest)
- Gray: N/A

Now, let's identify which states are dark blue (highest range). Looking at the map:

- XJ (Xinjiang) is dark blue.
- QH (Qinghai) is dark blue.
- XZ (Tibet) is dark blue.
- GZ (Guangxi) is dark blue? Wait, no, GZ is in the south. Let's check the abbreviations on the map.

The map has labels like:

- XJ (Xinjiang)
- QH (Qinghai)
- XZ (Tibet)
- GD (Guangdong)
- GZ (Guangxi)
- HN (Hainan)
- etc.

Now, the northmost state. Let's think about the northernmost point in China. The northernmost province is Heilongjiang (HL), but HL is light green (lowest range). So HL is not in the higher range.

Next, maybe a state that is north of others but in the higher range. Wait, the dark blue states are in the west and south. Let's check the positions:

XJ (Xinjiang) is in the northwest. Is there a state north of XJ? No, because Xinjiang is the westernmost. Wait, maybe the northernmost state that is in the higher range. Let's check the neighbors of each dark blue state.

Take XJ (Xinjiang). What are its neighbors? To the east is QH (Qinghai), and maybe other regions. Wait, the map's boundaries: Xinjiang is adjacent to Qinghai (QH) and maybe other regions. Let's see: Xinjiang's neighbors. In China, Xinjiang is bordered by Qinghai (west), and also by other regions. But let's check the color of QH: QH is also dark blue. So if XJ is dark blue, and QH is dark blue, then XJ's neighbor QH is also in the higher range, so XJ is not higher than all neighbors.

Next, QH (Qinghai). What are its neighbors? To the east is XJ (Xinjiang), which is dark blue, and to the south is Tibet (XZ), which is dark blue. So QH's neighbors are also dark blue, so not higher than all.

XZ (Tibet). Neighbors: QH (Qinghai) is dark blue, and maybe other regions. So neighbors are dark blue, so not higher.

Now, what about other dark blue states. Let's check the southern states. For example, GD (Guangdong) is dark blue. What are its neighbors? To the north is maybe Fujian (FJ), which is teal (medium range). Let's check the color of FJ: FJ is in the legend as teal (since it's between -0.28 to -0.66? Wait, no: the legend has:

- Light green: -5.76 to -1.91
- Teal: -1.91 to -0.28
- Darker teal: -0.28 to -0.66
- Dark blue: 0.66 to 8.76

So FJ (Fujian) is probably in the teal range (since it's a southern province, maybe lower than dark blue). Let's check the map: FJ is labeled, and its color is teal (the medium green). So GD (Guangdong) is dark blue. What are its neighbors? To the north is Fujian (FJ), which is teal (so lower than dark blue). To the west is Guangxi (GZ), which is dark blue. Wait, GZ is also dark blue. So GD's neighbors include GZ (dark blue) and FJ (teal). So GD is not higher than all neighbors because GZ is also dark blue.

Wait, maybe another state. Let's check the map again. The dark blue states are XJ, QH, XZ, and maybe others. Let's see: the map has XJ (Xinjiang), QH (Qinghai), XZ (Tibet), and also maybe GZ (Guangxi), GD (Guangdong), HN (Hainan), etc.

Wait, the problem says ""northmost state that belongs a higher value range compared to all its neighbours"". So we need a state that is the northernmost among the higher value range states, and all its neighbors are in lower ranges.

First, identify the higher value range states (dark blue: 0.66-8.76). Let's list them:

- XJ (Xinjiang)
- QH (Qinghai)
- XZ (Tibet)
- GZ (Guangxi)
- GD (Guangdong)
- HN (Hainan)
- Maybe others?

Now, which of these is the northmost? Let's think about their geographical positions.

Xinjiang (XJ) is in the northwest, Qinghai (QH) is west of Xinjiang, Tibet (XZ) is south of Qinghai. So XJ is west, QH is west of XJ, XZ is south of QH. So XJ is the westernmost, but is it northmost? No, because the northernmost part of China is Heilongjiang (HL), which is light green.

Wait, maybe the ""northmost"" among the dark blue states. Let's see: the dark blue states are in the west and south. The northernmost dark blue state would be the one closest to the north. Let's check the map.

Looking at the map, the dark blue states: XJ (Xinjiang) is in the northwest, QH (Qinghai) is west of Xinjiang, XZ (Tibet) is south of Qinghai. So XJ is the westernmost, but is there a dark blue state that's north of others?

Wait, maybe the answer is XJ (Xinjiang). Let's check its neighbors. What are the neighbors of Xinjiang? In China, Xinjiang is bordered by Qinghai (QH) to the west, and also by other regions. Let's check the color of QH: QH is dark blue (same as XJ). So if XJ's neighbor QH is also dark blue, then XJ is not higher than all neighbors.

Wait, maybe I'm wrong. Let's check the map again. The legend says the dark blue is 0.66-8.76. Let's see which states are dark blue.

Looking at the map:

- XJ (Xinjiang) is dark blue.
- QH (Qinghai) is dark blue.
- XZ (Tibet) is dark blue.
- GZ (Guangxi) is dark blue.
- GD (Guangdong) is dark blue.
- HN (Hainan) is dark blue.
- Maybe others.

Now, the neighbors of XJ (Xinjiang): to the east is QH (Qinghai), which is dark blue. So XJ's neighbor QH is also in the higher range, so XJ is not higher than all neighbors.

What about QH (Qinghai)? Its neighbors: west is XJ (dark blue), south is XZ (dark blue). So both neighbors are dark blue, so not higher than all.

XZ (Tibet): neighbors are QH (dark blue) and maybe others. So neighbors are dark blue, so not higher.

Now, let's check the southern dark blue states. For example, GD (Guangdong). What are its neighbors? To the north is Fujian (FJ), which is teal (so lower than dark blue). To the west is Guangxi (GZ), which is dark blue. So GD's neighbor GZ is also dark blue, so GD is not higher than all.

What about GZ (Guangxi)? Neighbors: to the north is Guangdong (GD, dark blue), to the east is Fujian (FJ, teal), to the west is maybe other regions. So GZ's neighbor GD is dark blue, so not higher.

Wait, maybe there's a dark blue state that has all neighbors in lower ranges. Let's think: the lower ranges are light green (-5.76 to -1.91), teal (-1.91 to -0.28), and darker teal (-0.28 to -0.66). So the higher range is dark blue (0.66-8.76).

Is there a dark blue state where all neighbors are in lower ranges (light green, teal, darker teal)?

Let's check the map. Let's look for a dark blue state that is surrounded by non-dark blue states.

For example, maybe a state in the south. Let's see: HN (Hainan) is dark blue. What are its neighbors? Hainan is an island, so maybe it's surrounded by sea, but in the map, it's labeled. Wait, Hainan is in the south, and its neighbors might be Guangdong (GD, dark blue) and maybe other regions. So HN's neighbor GD is dark blue, so not.

Wait",,saved_final_answer_too_long,0,,,163.652,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,No extractable final answer.
mapwise_china_map3_2D_t9_idx0410,410,china,map3_2D,9,Does Fujian fall in range 1.30 - 2.50?,No,Binary,,,complete,219,Yes,Yes,saved_final_answer,0,no,yes,12.232,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_usa_map_15950_t42_idx0411,411,usa,map_15950,42,Yes/No: Oregon has a higher value than North Dakota and also a higher value than Illinois.,No,Binary,,,complete,282,No,No,saved_final_answer,1,no,no,15.84,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_usa_map_957_t33_idx0412,412,usa,map_957,33,Yes or no: Virginia and Maryland are a pair of bordering states with the same value.,Yes,Binary,,,complete,169,yes,yes,saved_final_answer,1,yes,yes,9.553,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map14_0D_t19_idx0413,413,china,map14_0D,19,Yes or no: the value of the state Guizhou is higher than state Hunan.,No,Binary,,,complete,736,no,no,saved_final_answer,1,no,no,39.56,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map22_0D_t42_idx0414,414,china,map22_0D,42,Yes/No: Jinagxi has a similar value as Guangxi and also Jilin.,Yes,Binary,,,complete,2025,Yes,Yes,saved_final_answer,1,yes,yes,106.134,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_india_map33_5D_t22_idx0415,415,india,map33_5D,22,Yes or no: States bordering Pakistan have higher values on average than states bordering Myanmar.,Yes,Binary,,,complete,2764,no,no,saved_final_answer,0,yes,no,146.22,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map23_4D_t1_idx0416,416,china,map23_4D,1,How many distinct categories does the legend contain?,6,Count,,,complete,283,6,6,saved_final_answer,1,6,6,15.573,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map22_8D_t17_idx0417,417,china,map22_8D,17,Count the states with the values in the highest range in the region bordering Bhutan.,0,Count,,,complete,2161,0,0,saved_final_answer,1,0,0,114.766,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map2_0D_t12_idx0418,418,china,map2_0D,12,What is the least value range in the north-east region?,-6.10 - 10.90,Range,,,truncated,3072,"Got it, let's try to figure out this problem. The question is asking for the least value range in the north-east region. First, I need to identify what the north-east region refers to here. In China, the north-east region typically includes provinces like Heilongjiang (HL), Jilin (JL), and Liaoning (LN), but maybe the map's north-east area. Let's look at the map.

First, check the legend. The color codes are: dark red (-6.11 - 10.9), red (10.9 - 26.7), then other ranges. The question is about the least value range, so the smallest numerical range. The ranges are: -6.11 - 10.9, 10.9 - 26.7, 26.7 - 43.5, 43.5 - 48.5, 48.5 - 52.3, 52.3 - 198.5, and N/A.

Now, the north-east region. Let's see the provinces in the north-east. On the map, the north-east part would be around HL (Heilongjiang), JL (Jilin), LN (Liaoning). Let's check their colors. Looking at the map:

- HL: color is the lightest orange, which is 48.5 - 52.3? Wait, no. Wait the legend: the colors are from dark red (lowest) to lightest (highest). Wait, the legend says:

- Dark red: -6.11 - 10.9 (this is the lowest range)
- Red: 10.9 - 26.7
- Then orange: 26.7 - 43.5
- Lighter orange: 43.5 - 48.5
- Beige: 48.5 - 52.3
- Lightest beige: 52.3 - 198.5
- Gray: N/A

Wait, the question is about the least value range. The ""least value"" would be the smallest numerical range. Wait, but the ranges are intervals. The first range is -6.11 to 10.9, which is a range of 17.01 (10.9 - (-6.11) = 17.01). The next is 10.9 to 26.7, which is 15.8. Then 26.7 to 43.5 is 16.8, 43.5 to 48.5 is 5, 48.5 to 52.3 is 3.8, 52.3 to 198.5 is 146.2. So the smallest range in terms of the interval length is 48.5 - 52.3 (3.8), but wait, no. Wait, the question says ""least value range"". Wait, maybe ""least value"" refers to the smallest numerical value in the range. Wait, the ranges are intervals. The first range is -6.11 to 10.9, which includes negative numbers. The next is 10.9 to 26.7, etc. So the ""least value"" would be the range with the smallest lower bound? Or the range that has the smallest possible values.

Wait, the question is: ""What is the least value range in the north-east region?"" So we need to find which range (from the legend) is present in the north-east region, and that range is the one with the least value (i.e., the smallest numerical range, or the range with the lowest numbers).

First, identify the north-east region on the map. Let's list the provinces in the north-east. In China, the north-east is Heilongjiang (HL), Jilin (JL), Liaoning (LN). Let's check their colors.

Looking at the map:

- HL: the province labeled HL is in the north-east. What color is HL? Let's see. The map has HL (Heilongjiang) as a province. Let's check the color. The color for HL: looking at the map, HL is in the top right, and its color is the lightest beige (52.3 - 198.5). Wait, no. Wait the legend: the lightest beige is 52.3 - 198.5. Let's check the colors.

Wait, the legend has:

- Dark red: -6.11 - 10.9 (smallest numbers)
- Red: 10.9 - 26.7
- Orange: 26.7 - 43.5
- Lighter orange: 43.5 - 48.5
- Beige: 48.5 - 52.3
- Lightest beige: 52.3 - 198.5
- Gray: N/A

Now, the north-east region: HL (Heilongjiang), JL (Jilin), LN (Liaoning). Let's check their colors.

- HL: on the map, HL is colored as the lightest beige (52.3 - 198.5)
- JL: Jilin is labeled JL, which is next to HL. What color is JL? Let's see. The map shows JL as a province. Looking at the map, JL is in the north-east, and its color is the same as HL? Wait, no. Wait, maybe I need to check the exact colors.

Wait, the map has various provinces. Let's list the north-east provinces:

- Heilongjiang (HL)
- Jilin (JL)
- Liaoning (LN)

Now, check their colors. Let's see:

- HL: the province HL is in the top right, and its color is the lightest beige (52.3 - 198.5)
- JL: Jilin is to the south of HL, and its color is also light beige (52.3 - 198.5)
- LN: Liaoning is to the south of JL, and its color is also light beige (52.3 - 198.5)

Wait, but maybe there's another province. Wait, the north-east region might include other provinces, but typically in China, the north-east is Heilongjiang, Jilin, Liaoning.

But wait, the question is about the ""least value range"". The least value range would be the range with the smallest numbers. The ranges are:

- -6.11 - 10.9 (includes negative numbers, so the smallest values)
- 10.9 - 26.7
- 26.7 - 43.5
- 43.5 - 48.5
- 48.5 - 52.3
- 52.3 - 198.5

So the first range is the one with the least values (since it's the lowest numbers, including negative). Now, we need to check if any of the north-east provinces are in the -6.11 - 10.9 range.

Looking at the map, which provinces are in the dark red (first range)? Let's check the map. The dark red provinces are: QH (Qinghai), and maybe others. Wait, the map has QH (Qinghai) as dark red. Let's see:

- QH: Qinghai is in the west, not north-east.
- HI: Hainan is in the south, dark red.
- HN: Hunan is in the south, dark red.
- GZ: Guangzhou? Wait, GZ is Guangzhou, which is in the south, dark red.

Wait, the north-east region (HL, JL, LN) – are any of these in the dark red range?

Looking at the map, the north-east provinces (HL, JL, LN) are colored in the light beige (52.3 - 198.5) or maybe another color. Let's check the colors:

- HL: Heilongjiang – color is light beige (52.3 - 198.5)
- JL: Jilin – color is light beige (52.3 - 198.5)
- LN: Liaoning – color is light beige (52.3 - 198.5)

Wait, but maybe there's a province in the north-east that's in a lower range. Let's check the map again.

Wait, the legend has the first range as -6.11 - 10.9 (dark red). Are there any provinces in the north-east that are dark red?

Looking at the map, the dark red provinces are: QH (Qinghai), HI (Hainan), HN (Hunan), GZ (Guangzhou), and maybe others. Let's check:

- QH: Qinghai is in the west, not north-east.
- HI: Hainan is in the south, not north-east.
- HN: Hunan is in the south-central, not north-east.
- GZ: Guangzhou is in the south, not north-east.

So the north-east provinces (HL, JL, LN) are not in the dark red range. Then what's the next lowest range? The next is red (10.9 - 26.7). Are any north-east provinces in red?

Looking at the map, the red provinces are: SX (Shanxi), HB (Hebei), JS (Jiangsu), ZJ (Zhejiang), etc. Wait, the north-east provinces: HL, JL, LN. Let's check their colors.

Wait, maybe I made a mistake. Let's list all the provinces in the north-east. In China, the north-east is Heilongjiang (HL), Jilin (JL), Liaoning (LN). Let's check their colors on the map.

Looking at the map:

- HL: Heilongjiang – the color is the lightest beige (52.3 - 198.5)
- JL: Jilin – same as HL, light beige
- LN: Liaoning – same as HL, light beige

Wait, but maybe the north-east region includes other provinces? Or maybe the map's north-east is different. Alternatively, maybe the ""north-east region"" refers to the provinces in the northeastern part of the map, which would be HL, JL, LN.

But none of these are in the lower ranges. Wait, but the question is about the ""least value range"" in the north-east region. So the range that has the smallest values (i.e., the lowest numerical range) that is present in the north-east.

Wait, the ranges are:

- -6.11 - 10.9 (lowest)
- 10.9 - 26.7
- 26.7 - 43.5
- 43.5 - 48.5
- 48.5 - 52.3
- 52.3 - 198.5 (highest)

Now, the north-east region: let's check if any of the north-east provinces are in the lowest range. If not, then the next lowest.

Wait, maybe I need to check the map again. Let's look for the north-east provinces.

Heilongjiang (HL) is in the top right, colored as the lightest beige (52.3 - 198.5). Jilin (JL) is next to HL, also light beige. Liaoning (LN) is south of JL, also light beige.

So the north-east region's provinces are all in the 52.3 - 198.5 range. But the question is about the ""least value range"" in that region. Wait, maybe ""least value"" refers to the smallest numerical value in the range. So the range with the smallest lower bound.

Wait, the ranges are ordered from lowest to highest. The first range is -6.11 - 10.9 (lowest), then 10.9 - 26.7, etc. So the least value range would be the one with the smallest numbers, which is -6.11 - 10.9. But is this range present in the north-east region?

If the north-east region has no provinces in the -6.11 - 10.9 range, then the next one. But the question is asking for the least value range in the north-east region, meaning the range that is present there and has the smallest values.

Wait, maybe I made a mistake in identifying the north-east region. Let's check the map's labels. The provinces in the north-east (northeastern China) are Heilongjiang (HL), Jilin (JL), Liaoning (LN). Let's check their colors.

Looking at the map:

- HL: color is the lightest beige (52.3 - 198.5)
- JL: same as HL
- LN: same as HL

So all three are in the 52.3 - 198.5 range. But is there a lower range in the north-east? Let's check if any other provinces in the north-east are in lower ranges.

Wait, maybe the north-east region includes other provinces. For example, maybe the map's north-east is different. Let's see the map's layout.

The map is of China. The north-east is the top-left part? Wait, no. In China, the north-east is the northeastern part, which is the area around Harbin (Heilongjiang), Changchun (Jilin), Shenyang (Liaoning).

Looking at the map, the provinces in the north-east:

- HL (Heilongjiang): top right, color is light beige (52.3 - 198.5)
- JL (Jilin): south of HL, color is light beige
- LN (Liaoning): south of JL, color is light beige

So all three are in the",,saved_final_answer_too_long,0,,,162.346,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,No extractable final answer.
mapwise_usa_map_15912_t42_idx0419,419,usa,map_15912,42,"Yes/No: Texas has a higher value than Florida, and also have a similar value as New York.",Yes,Binary,,,complete,906,Yes,Yes,saved_final_answer,1,yes,yes,48.629,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_usa_map_1136_t3_idx0420,420,usa,map_1136,3,What is the overall range of the legend?,0-100%,Range,,,complete,122,0%-100%,0%-100%,saved_final_answer,0,0-100,-100-0,6.92,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,Numeric endpoint comparison; abs_tol=0.01.
mapwise_china_map23_4D_t17_idx0421,421,china,map23_4D,17,Count the states with the values in range 36.89 - 272.4 along Mongolia border,2,Count,,,complete,1964,1,1,saved_final_answer,0,2,1,103.846,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_china_map6_1C_t38_idx0422,422,china,map6_1C,38,Yes or no: the value of Shandong is above the median value amongst states in the region bordering the Yellow Sea.,No,Binary,,,complete,2850,no,no,saved_final_answer,1,no,no,150.996,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
mapwise_india_map166_3C_t19_idx0423,423,india,map166_3C,19,Yes or no: the value of Bihar is higher than Kerala,Yes,Binary,,,complete,114,yes,yes,saved_final_answer,1,yes,yes,6.722,checkpoint-1859,C:\Users\junyhuang\Thesis\VLM_adaptation\Training_outputs\MapWise_GRPO_Qwen3-VL-8B-Thinking_visLoRA_TRL_BS1_GA4\checkpoint-1859,
