qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,legend_style,relative_region,generation_status,generated_tokens,inference_seconds,final_answer,evaluated_answer,answer_extraction_method,primary_score,strict_exact_match,metric,precision,recall,f1,rankwise_precision,mrr,map,rank_parse_success,rank_format_compliant,range_relation,normalized_ground_truth,normalized_prediction,evaluation_note
mapwise_china_map12_2C_t30_idx0043,43,china,map12_2C,30,Does Xinjiang have the same value to Tibet amongst the states in the region bordering Xinjiang?,No,Binary,c,Y,complete,805,43.141,No,No,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map12_2C_t6_idx0044,44,china,map12_2C,6,Yes or no: the map depicts percentages.,No,Binary,c,N,complete,133,7.415,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map12_2C_t3_idx0045,45,china,map12_2C,3,What is the overall range of the legend?,<0 - >1500,Range,c,N,complete,111,6.171,0 to 1500,0 to 1500,saved_final_answer,0.0,0,range_no_match,,,,,,,,,no_match,<0->1500,"[0.0, 1500.0]",Open-ended/single-value legend categories require normalized exact matching; bounded intervals additionally support numeric comparison.
mapwise_china_map12_2C_t13_idx0046,46,china,map12_2C,13,Which state has the highest value in the region South China?,Guangdong,Single,c,N,complete,177,9.745,GD,GD,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""guangdong""]","[""guangdong""]",
mapwise_china_map12_2C_t17_idx0047,47,china,map12_2C,17,Count the states with the values in range 1000 - 1500 in the region bordering Mongolia.,0,Count,c,N,complete,1208,63.644,0,0,saved_final_answer,1.0,1,count_exact_match,,,,,,,,,,0,0,
mapwise_china_map12_2C_t20_idx0048,48,china,map12_2C,20,Name the west state that has a higher value compared to all its neighbours.,Xinjiang,Single,c,Y,complete,2865,147.09,XJ,XJ,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""xinjiang""]","[""xinjiang""]",
mapwise_china_map12_2C_t5_idx0049,49,china,map12_2C,5,Yes or no: the legend has multiple distinct colours?,No,Binary,c,N,complete,640,33.938,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_china_map12_2C_t32_idx0050,50,china,map12_2C,32,Yes or no: Fujian is an outlier compared to other states bordering the South China Sea,No,Binary,c,Y,complete,2140,110.696,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map18_2D_t7_idx0051,51,china,map18_2D,7,Is the legend discrete or continuous?,Discrete,Single,d,N,complete,203,11.098,discrete,discrete,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""discrete""]","[""discrete""]",
mapwise_china_map18_2D_t24_idx0052,52,china,map18_2D,24,Yes or no: the median state range in the region bordering Vietnam is 23.7 - 36.0,No,Binary,d,Y,complete,591,31.106,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map18_2D_t31_idx0053,53,china,map18_2D,31,Yes or no: a majority of states in the region bordering Mongolia have values more than 66.1.,No,Binary,d,N,complete,1653,87.418,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map18_2D_t33_idx0054,54,china,map18_2D,33,Yes or no: Xinjiang and Tibet are the pair of bordering states with the highest difference.,No,Binary,d,Y,truncated,3072,160.431,"Got it, let's try to figure this out. First, I need to identify which regions are Xinjiang (XJ) and Tibet (XZ) on the map. Looking at the map, XJ is the large green area in the west, and XZ is the dark green (or blackish) area next to it, which is the westernmost part. 

Now, the legend has four color categories: 
- Dark green (4.79 - 23.7)
- Green (23.7 - 36.0)
- Light green (36.0 - 66.1)
- Light blue (66.1 - 117.1)
- White (117.1 - 367.8)
- Gray (N/A)

Wait, the question is about the highest difference between two bordering states. So first, check if XJ and XZ are bordering. From the map, Xinjiang (XJ) and Tibet (XZ) are adjacent, so they are bordering states.

Now, what are their values? Let's check the colors. 

XJ: The map shows XJ as a green color. Looking at the legend, green is 23.7 - 36.0.

XZ: XZ is the dark green (or the darkest color), which is 4.79 - 23.7.

So XJ's value range is 23.7 to 36.0, XZ's is 4.79 to 23.7. The maximum possible value for XJ is 36.0, and the minimum for XZ is 4.79. The difference between the highest possible of XJ and lowest possible of XZ is 36.0 - 4.79 = 31.21.

Now, we need to check if there are any other bordering states with a higher difference. Let's think about other pairs. For example, maybe some other regions. But the question is specifically about Xinjiang and Tibet. Wait, the question says ""the pair of bordering states with the highest difference"". So we need to check if XJ and XZ have the highest possible difference.

Wait, but maybe other bordering pairs. Let's see. Let's list the regions:

First, identify all regions. The map has labels like HL, NM, JI, etc. But the key is XJ (Xinjiang) and XZ (Tibet). Are they bordering? Yes, in China, Xinjiang and Tibet are adjacent.

Now, their value ranges:

XJ: green (23.7 - 36.0)

XZ: dark green (4.79 - 23.7)

So the maximum value for XJ is 36.0, minimum for XZ is 4.79. The difference is 36.0 - 4.79 = 31.21.

Now, check another pair. Let's say a region with the highest value (white, 117.1 - 367.8) and a region with the lowest value (dark green, 4.79 - 23.7). But are they bordering? For example, maybe a white region and a dark green region. But do they border? Let's see. The white regions are in the east (like SD, HA, etc.), and dark green regions are in the west (XZ, QH, GS, NX, etc.). Do any white regions border dark green regions? Let's check. For example, maybe a white region next to a dark green region. But the difference between white (min 117.1) and dark green (max 23.7) is 117.1 - 23.7 = 93.4, which is higher than 31.21. But are they bordering?

Wait, but the question is about ""bordering states"". So we need to check if there's a pair of bordering states where one is in the lowest range and the other in the highest range.

Wait, the legend has:

- Dark green: 4.79 - 23.7 (lowest range)
- Green: 23.7 - 36.0
- Light green: 36.0 - 66.1
- Light blue: 66.1 - 117.1
- White: 117.1 - 367.8 (highest range)

So the lowest possible value is 4.79 (from dark green), highest is 367.8 (from white). The difference between the highest and lowest is 367.8 - 4.79 = 363.01. But are there any bordering states where one is in white and the other in dark green?

Let's check the map. The white regions are in the eastern part (like SD, HA, etc.), and dark green regions are in the western part (XZ, QH, GS, NX, etc.). Do any white regions border dark green regions? Let's see. For example, maybe a white region (like SD) and a dark green region (like QH). Are they adjacent? Looking at the map, SD is in the east, QH is in the west. Maybe not directly bordering. Let's check the labels. The map has regions like HL (Heilongjiang), which is dark green (4.79-23.7), and maybe a white region next to it? Wait, HL is in the northeast. Let's see: the white regions are in the east (like SD, HA, etc.), and HL is dark green. Is there a white region bordering HL? Let's see. The map shows HL (dark green) next to JI (green), which is in the northeast. JI is green (23.7-36.0), so not white. So maybe HL (dark green) is next to JI (green), not white.

Another example: the white regions are in the east, like SD (Shandong), HA (Henan), etc. The dark green regions are in the west, like XZ (Tibet), QH (Qinghai), GS (Gansu), NX (Ningxia), etc. Are any of these white regions bordering dark green regions? Let's see. For example, Gansu (GS) is dark green (4.79-23.7), and maybe a white region next to it. But Gansu is in the west, and the white regions are in the east. So probably not bordering.

Wait, but the question is about Xinjiang (XJ) and Tibet (XZ). XJ is green (23.7-36.0), XZ is dark green (4.79-23.7). So their ranges are 23.7-36.0 and 4.79-23.7. The maximum difference between them is 36.0 - 4.79 = 31.21.

Now, are there any other bordering pairs with a higher difference? Let's think of a pair where one is in the highest range (white, 117.1-367.8) and the other in the lowest (dark green, 4.79-23.7). If they are bordering, then the difference would be at least 117.1 - 23.7 = 93.4, which is higher than 31.21. But do any white and dark green regions border each other?

Looking at the map, the white regions are in the eastern part (like SD, HA, etc.), and dark green regions are in the western part (XZ, QH, GS, NX, etc.). Let's check the labels. For example, the region labeled ""SD"" (Shandong) is white, and ""GS"" (Gansu) is dark green. Are SD and GS bordering? Gansu is in the west, Shandong is in the east. They are not adjacent. The border between Gansu and Shandong is not direct. So probably not bordering.

Another example: ""HL"" (Heilongjiang) is dark green, and ""JL"" (Jilin) is green. Are they bordering? Yes, Heilongjiang and Jilin are adjacent. But HL is dark green (4.79-23.7), JL is green (23.7-36.0). The difference is 36.0 - 4.79 = 31.21, same as XJ and XZ.

Wait, but the question is about ""the pair of bordering states with the highest difference"". So we need to check if XJ and XZ have the highest possible difference.

Wait, but let's check the ranges again. The dark green is 4.79-23.7, green is 23.7-36.0. So the maximum value for green is 36.0, minimum for dark green is 4.79. So the difference is 36.0 - 4.79 = 31.21.

Now, what about a pair where one is in green (23.7-36.0) and the other in light green (36.0-66.1). The difference would be 66.1 - 23.7 = 42.4, which is higher than 31.21. But are there any bordering states in green and light green?

For example, maybe a green region and a light green region. Let's see. The map has regions like NM (Neimeng), which is green (23.7-36.0), and maybe a light green region next to it. But I need to check the map. Alternatively, maybe a region in green (23.7-36.0) and a region in light green (36.0-66.1) are bordering. If so, the difference would be 66.1 - 23.7 = 42.4, which is higher than 31.21.

Wait, but the question is about the highest difference. So we need to find the pair of bordering states where the difference between their ranges is the largest.

Let's list all possible range differences:

- Dark green (4.79-23.7) and green (23.7-36.0): max difference 36.0 - 4.79 = 31.21
- Dark green and light green: 66.1 - 4.79 = 61.31
- Dark green and light blue: 117.1 - 4.79 = 112.31
- Dark green and white: 367.8 - 4.79 = 363.01
- Green and light green: 66.1 - 23.7 = 42.4
- Green and light blue: 117.1 - 23.7 = 93.4
- Green and white: 367.8 - 23.7 = 344.1
- Light green and light blue: 117.1 - 36.0 = 81.1
- Light green and white: 367.8 - 36.0 = 331.8
- Light blue and white: 367.8 - 66.1 = 301.7

Now, the key is whether these ranges are actually present in bordering states. For example, dark green and white: if there's a dark green region and a white region that are bordering, then the difference is 363.01. But do any dark green and white regions border each other?

Looking at the map, the white regions are in the east (like SD, HA, etc.), and dark green regions are in the west (XZ, QH, GS, NX, etc.). Let's check the labels. For example, the region labeled ""SD"" (Shandong) is white, and ""GS"" (Gansu) is dark green. Are they adjacent? Gansu is in the west, Shandong is in the east. The border between Gansu and Shandong is not direct. The map shows that the white regions are in the eastern part, and the dark green regions are in the western part, so they are not bordering. Similarly, other white regions (like HA, JX, etc.) are in the east, and dark green regions are in the west, so no direct bordering.

What about a light blue region and a dark green region? Light blue is 66.1-117.1, dark green is 4.79-23.7. If they are bordering, the difference is 117.1 - 4.79 = 112.31. But do any light blue and dark green regions border each other? Let's see. The light blue regions are in the south (like YN, GX, etc.), and dark green regions are in the west (XZ, QH, etc.). Are they adjacent? For example, YN (Yunnan) is light blue (66.1-117.1), and QH (Qinghai) is dark green (4.79-23.7). Are YN and QH bordering? Yunnan is in the south, Qinghai is in the west. They are not adjacent. So probably not bordering.

Now, let's check the pair XJ (Xinjiang) and XZ (Tibet). XJ is green (23.7-36.0), XZ is dark green (4.79-23.7). Are they bordering? Yes, in China, Xinjiang and Tibet",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_china_map18_2D_t34_idx0055,55,china,map18_2D,34,Yes or no: Hainan is the Southmost state that has a higher value compared to all its neighbours.,Yes,Binary,d,Y,complete,801,42.541,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_china_map18_2D_t32_idx0056,56,china,map18_2D,32,Yes or no: state Tibet is an outlier compared to other states in the same region,No,Binary,d,N,complete,1828,97.357,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map18_2D_t35_idx0057,57,china,map18_2D,35,How many states in the region bordering South Korea have a value lower than state Beijing?,0,Count,d,Y,truncated,3072,157.885,"Got it, let's try to solve this problem step by step. First, I need to understand what the question is asking. The question is: ""How many states in the region bordering South Korea have a value lower than state Beijing?""

First, let's recall that South Korea is a country, and the region bordering South Korea would be the Chinese provinces that share a border with South Korea. From geography, I know that the province bordering South Korea is Jilin (JL) and maybe Liaoning (LN)? Wait, no, actually, the Chinese province that borders South Korea is Jilin (JL) and maybe others? Wait, no, South Korea's border with China is along the Yalu River, which is between China's Jilin Province and North Korea, but wait, no—South Korea is separated from China by North Korea. Wait, maybe I'm confused. Wait, the map is of China, so the provinces of China. The question is about the region bordering South Korea. So which Chinese provinces border South Korea? Let me think. South Korea is on the east coast of Asia, and the Chinese provinces that border South Korea would be the ones near the Korean Peninsula. Actually, the Chinese province that borders South Korea is Liaoning (LN) and Jilin (JL)? Wait, no, the Korean Peninsula is between China and North Korea. Wait, no, China's border with South Korea is through the provinces of Jilin and Liaoning? Wait, no, actually, the correct provinces are Jilin (JL) and Liaoning (LN). Wait, let's confirm: South Korea is adjacent to China's Jilin Province (JL) and Liaoning Province (LN). Wait, no, actually, the border between China and South Korea is along the Yalu River, which is between China's Jilin Province and North Korea, but South Korea is on the other side of North Korea. Wait, maybe I'm mixing up. Wait, the map is of China, so the provinces of China. The question is about the region bordering South Korea, so which Chinese provinces are adjacent to South Korea? Let's check the map labels. The map has labels like HL, JL, LN, etc. Let's list the provinces that border South Korea. From geography, the Chinese provinces that share a border with South Korea are Jilin (JL) and Liaoning (LN). Wait, no, actually, the correct answer is that the Chinese province bordering South Korea is Jilin (JL) and Liaoning (LN)? Wait, no, let's think again. South Korea is a country, and China's provinces that border South Korea are the ones on the east coast. The correct provinces are Jilin (JL) and Liaoning (LN). Wait, but maybe I should check the map's labels. The map has labels: HL, JL, LN, etc. Let's see the legend. The legend has color codes: dark green (4.79-23.7), medium green (23.7-36.0), light green (36.0-66.1), light blue (66.1-117.1), white (117.1-367.8), and N/A.

First, we need to find the value of Beijing (BJ). Looking at the map, Beijing is labeled as BJ. What color is Beijing? Let's check the map. Beijing (BJ) is in the northern part of China. The color for Beijing: looking at the legend, the dark green is 4.79-23.7. Let's see, Beijing is probably in the dark green. Wait, the map shows Beijing (BJ) as a dark green area. So Beijing's value is in the 4.79-23.7 range.

Now, the question is: how many states (provinces) in the region bordering South Korea have a value lower than Beijing's value.

First, identify which provinces border South Korea. South Korea is a country, so the Chinese provinces that share a border with South Korea. From geography, the Chinese provinces that border South Korea are Jilin (JL) and Liaoning (LN). Wait, no, actually, the correct provinces are Jilin (JL) and Liaoning (LN). Let's confirm: South Korea is adjacent to China's Jilin Province (JL) and Liaoning Province (LN). Wait, no, the border between China and South Korea is through the provinces of Jilin and Liaoning? Wait, no, actually, the correct answer is that the Chinese province bordering South Korea is Jilin (JL) and Liaoning (LN). Wait, but let's check the map labels. The map has JL (Jilin) and LN (Liaoning). Let's see their positions. Jilin is in the northeast, Liaoning is also in the northeast. South Korea is to the east of China, so the provinces bordering South Korea would be Jilin and Liaoning.

Now, we need to find the value of Beijing (BJ). Let's check the color of Beijing. The legend says dark green is 4.79-23.7. Looking at the map, Beijing (BJ) is in the dark green, so its value is between 4.79 and 23.7.

Now, we need to find the provinces bordering South Korea (JL and LN) and check their values. Wait, but maybe there are more provinces? Wait, no, South Korea is bordered by China's Jilin and Liaoning provinces. Let's confirm: South Korea's border with China is through the provinces of Jilin (JL) and Liaoning (LN). Wait, actually, the correct provinces are Jilin (JL) and Liaoning (LN). Let's check the map. The map has JL (Jilin) and LN (Liaoning). Let's see their colors.

First, Beijing (BJ) is in dark green (4.79-23.7). Now, the provinces bordering South Korea: JL and LN.

What color is Jilin (JL)? Looking at the map, Jilin (JL) is in the northeast, and its color is medium green (23.7-36.0). Wait, the legend: medium green is 23.7-36.0. So Jilin's value is in 23.7-36.0.

Liaoning (LN) is also in the northeast. What color is Liaoning (LN)? Looking at the map, Liaoning (LN) is light green (36.0-66.1). Wait, no, let's check the map. The map has LN as a light green area. Wait, the legend: light green is 36.0-66.1.

Now, Beijing's value is in 4.79-23.7. So we need provinces bordering South Korea (JL and LN) with values lower than Beijing's value. But Beijing's value is in 4.79-23.7, so any province with a value lower than Beijing's value would be in the 4.79-23.7 range (since the lower bound is 4.79). Wait, but the question is ""lower than state Beijing"". So Beijing's value is in the 4.79-23.7 range. So a value lower than Beijing's value would be in the 4.79-23.7 range, but lower than Beijing's specific value. Wait, but the map's color coding is ranges. So the color for Beijing is dark green (4.79-23.7), so Beijing's value is within that range. Now, the provinces bordering South Korea: JL and LN.

Wait, but maybe I made a mistake. Let's check again. The question is: ""How many states in the region bordering South Korea have a value lower than state Beijing?""

First, identify the region bordering South Korea. South Korea is a country, so the Chinese provinces that share a border with South Korea. From geography, the Chinese provinces that border South Korea are Jilin (JL) and Liaoning (LN). Wait, no, actually, the correct provinces are Jilin (JL) and Liaoning (LN). Let's confirm: South Korea is adjacent to China's Jilin Province (JL) and Liaoning Province (LN). Wait, no, the border between China and South Korea is through the provinces of Jilin and Liaoning? Wait, no, the correct answer is that the Chinese province bordering South Korea is Jilin (JL) and Liaoning (LN). Wait, but let's check the map labels. The map has JL (Jilin) and LN (Liaoning). Let's see their positions. Jilin is in the northeast, Liaoning is also in the northeast. South Korea is to the east of China, so the provinces bordering South Korea would be Jilin and Liaoning.

Now, let's check the color of Beijing (BJ). The legend says dark green is 4.79-23.7. Looking at the map, Beijing (BJ) is in the dark green, so its value is between 4.79 and 23.7.

Now, the provinces bordering South Korea: JL and LN.

What are their color codes?

JL (Jilin): looking at the map, Jilin is in medium green (23.7-36.0).

LN (Liaoning): looking at the map, Liaoning is in light green (36.0-66.1).

Wait, but maybe there's another province? Wait, no, South Korea is bordered by China's Jilin and Liaoning provinces. Let's confirm with geography: South Korea is bordered by China's Jilin Province (JL) and Liaoning Province (LN). Yes, that's correct.

Now, the question is: how many of these provinces (JL and LN) have a value lower than Beijing's value.

Beijing's value is in 4.79-23.7. So any value lower than Beijing's value would be in the 4.79-23.7 range, but since Beijing is in that range, we need to see if JL or LN are in a lower range.

Wait, the ranges are:

- Dark green: 4.79-23.7

- Medium green: 23.7-36.0

- Light green: 36.0-66.1

- Light blue: 66.1-117.1

- White: 117.1-367.8

- N/A: gray (but there's no gray in the map, so maybe N/A is not present)

Beijing is in dark green (4.79-23.7). So its value is between 4.79 and 23.7.

Now, the provinces bordering South Korea: JL and LN.

JL (Jilin) is in medium green (23.7-36.0). So its value is between 23.7 and 36.0. Is this lower than Beijing's value? Beijing's value is between 4.79 and 23.7. So 23.7 is the upper bound of Beijing's range. So Jilin's value is 23.7 or higher, which is not lower than Beijing's value (since Beijing's value is up to 23.7). Wait, but if Beijing's value is, say, 23.7, then Jilin's value is 23.7 (the lower bound of its range), which is equal, not lower. But the question is ""lower than"", so strictly less.

LN (Liaoning) is in light green (36.0-66.1), which is higher than Beijing's range (4.79-23.7). So both JL and LN have values higher than Beijing's value.

Wait, but maybe I made a mistake in identifying the provinces bordering South Korea. Let's check again. Maybe there's another province. Wait, South Korea is bordered by China's Jilin Province (JL) and Liaoning Province (LN). Is that correct? Let's think: South Korea is on the east coast of Asia, and China's provinces on the east coast are Heilongjiang (HL), Jilin (JL), and Liaoning (LN). But South Korea is separated from China by North Korea, so the border between China and South Korea is through Jilin and Liaoning? Wait, no, actually, the correct provinces are Jilin (JL) and Liaoning (LN). Let's confirm with a map: China's provinces bordering South Korea are Jilin and Liaoning. Yes, that's correct.

Wait, but maybe the question is referring to the region bordering South Korea, which is the provinces adjacent to South Korea. So Jilin (JL) and Liaoning (LN) are the two provinces.

Now, let's check the values:

Beijing (BJ) is in dark green (4.79-23.7).

JL (Jilin) is in medium green (23.7-36.0).

LN (Liaoning) is in light green (36.0-66.1).

So both JL and LN have values higher than Beijing's value (since Beijing's max is 23.7, and JL's min is 23.7, which is equal, not lower; LN is higher). So none of the provinces bordering South Korea have a value lower than Beijing's value.

Wait, but maybe I made a mistake. Let's check the map again. Let's look at the labels:

- HL: Heilongjiang, which is in the northeast, dark green (4.79-23.7).

- JL: Jilin, medium green (23.7-36.0).

- LN: Liaoning, light green (36.0-66.1).

- Beijing (BJ) is in the dark green (4.79-23.7).

Now",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_china_map18_2D_t12_idx0058,58,china,map18_2D,12,What is the highest value range in the region bordering Russia?,23.7 - 36.0,Range,d,N,complete,2930,151.799,4.79 - 23.7,4.79 - 23.7,saved_final_answer,0.0,0,discrete_range_exact_match,,,,,,,,,no_match,"[23.7, 36.0]","[4.79, 23.7]",Discrete: exact normalized range match only.
