qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,declared_ground_truth_type,effective_ground_truth_type,generation_status,generated_tokens,final_answer,evaluated_answer,answer_extraction_method,strict_exact_match,normalized_ground_truth,normalized_prediction,inference_seconds,adapter_name,adapter_path,evaluation_note
mapwise_usa_map_8213_t34_idx0297,297,usa,map_8213,34,Yes or no: New Mexico is the southern-most state that has a higher value compared to all its neighbours.,No,Binary,,,truncated,3072,"Got it, let's try to figure this out. The question is whether New Mexico is the southern-most state with a higher value than all its neighbors. First, I need to look at the map and identify New Mexico's neighbors. 

First, let's recall the states adjacent to New Mexico. New Mexico is bordered by Colorado, Oklahoma, Texas, and Arizona. Let's check the colors (which represent the uninsured rate value) for these neighbors. 

Looking at the map: New Mexico (NM) is a dark red color, which is a higher value (since the legend goes from light to dark, with dark being higher). Now, check each neighbor:

- Colorado (CO): What color is CO? It's a lighter red than NM, so lower value.
- Oklahoma (OK): Also a lighter red, lower than NM.
- Texas (TX): Texas is a very dark red, almost the same as NM? Wait, need to check. Wait, the legend: the darkest is 0.3, then 0.25, etc. Let's see. Texas is a dark red, maybe same as NM? Wait, no, let's check the map. Wait, the problem is whether NM has a higher value than all neighbors. So first, check if NM's value is higher than each neighbor.

Wait, the neighbors of NM are CO, OK, TX, AZ. Let's check each:

- Colorado (CO): The color is a medium red, not as dark as NM. So CO's value is lower than NM.
- Oklahoma (OK): Also a medium red, lower than NM.
- Texas (TX): Texas is a very dark red, similar to NM? Wait, no, let's look at the map. Wait, the legend: the darkest is 0.3. Let's see, NM is a dark red, TX is also dark red. Wait, but maybe TX is slightly darker? Wait, no, need to check. Wait, the question is whether NM has a higher value than all neighbors. So if TX is a neighbor, and TX's value is higher than NM, then NM wouldn't be higher than TX. But if TX's value is lower, then NM is higher.

Wait, let's check the map. The states: New Mexico (NM) is in the southwest. Texas (TX) is to the south of NM. Looking at the color: NM is a dark red, TX is also dark red. But maybe TX is slightly darker? Wait, the legend: the darkest is 0.3. Let's see, the color for NM: is it the same as TX? Or is TX darker?

Wait, maybe I need to check the exact color. Alternatively, maybe the key is that NM is the southernmost state where all neighbors have lower values. Let's list the neighbors:

NM's neighbors: CO, OK, TX, AZ.

Check each:

- AZ (Arizona): Arizona is a dark red, but is it darker than NM? Let's see. AZ is to the west of NM. The color of AZ: it's a dark red, but maybe not as dark as NM. Wait, the map: NM is a very dark red, AZ is also dark red but maybe slightly lighter. So AZ's value is lower than NM.

- TX (Texas): Texas is to the south of NM. What's Texas's color? It's a very dark red, maybe the same as NM? Wait, no, maybe TX is darker. Wait, the legend: the highest value is 0.3. Let's see, if NM is at 0.3, then TX might be the same. But the question is whether NM has a higher value than all neighbors. So if TX's value is equal or higher, then NM isn't higher than TX.

Wait, but maybe TX is not a neighbor? Wait, no, Texas is adjacent to New Mexico. Let's confirm the borders: New Mexico shares a border with Texas (yes, the southern border). So TX is a neighbor.

Now, let's check the values. The legend: the color scale goes from light (0.1) to dark (0.3). So darker colors mean higher uninsured rates.

So NM's color: let's see. The map shows NM as a dark red, which is near the top of the scale (0.3). Now, TX: is TX's color darker than NM? If TX is darker, then NM's value is lower than TX, so NM is not higher than TX. But if TX is the same or lighter, then NM is higher.

Wait, but maybe the map has NM and TX both as dark red, but perhaps NM is slightly darker. Wait, but the question is about being the southern-most state with higher value than all neighbors. So first, is NM the southern-most? New Mexico is in the southwest, but Texas is further south. Wait, southern-most state would be Texas, but Texas is south of NM. Wait, but the question is about NM being the southern-most state where all neighbors have lower values.

Wait, let's list all states south of NM. The states south of NM are Texas, and maybe others, but NM's neighbors are CO, OK, TX, AZ. So TX is the southern neighbor. Now, is NM's value higher than TX's?

Looking at the map: NM is a dark red, TX is also dark red. But maybe TX is slightly darker. Wait, but the problem is whether NM has a higher value than all neighbors. So if TX's value is higher than NM, then NM is not higher than TX. If TX's value is lower, then NM is higher.

Alternatively, maybe the map shows that NM is the only state where all neighbors are lighter. Let's check the neighbors:

- CO: Colorado is a medium red, lighter than NM.
- OK: Oklahoma is medium red, lighter than NM.
- TX: Texas is dark red, but maybe same as NM? Wait, no, the legend: the darkest is 0.3. If NM is 0.3, then TX might be 0.3 as well. But the question is whether NM has a higher value than all neighbors. So if TX is equal, then it's not higher. But if TX is lower, then yes.

Wait, maybe I need to check the exact color. Let's think: the map's legend has the darkest color (0.3) for the highest value. So states with the darkest color have the highest uninsured rates.

Now, New Mexico: is it one of the darkest? Let's see. The states that are very dark red: NM, TX, maybe CA, AZ, etc. Wait, CA is also dark red. But CA is west of NM.

Wait, but the key is: is NM the southern-most state where all neighbors have lower values. So first, southern-most: Texas is south of NM, so NM is not the southern-most state. Wait, but the question is ""the southern-most state that has a higher value compared to all its neighbours"". So we need to check if NM is the southern-most state (i.e., no state south of NM has a higher value than all its neighbors), and NM itself has higher value than all neighbors.

Wait, but Texas is south of NM. So is Texas a state that has higher value than all its neighbors? Let's check Texas's neighbors: NM, OK, AR, LA, and maybe others. Texas's neighbors are NM, OK, AR, LA, and maybe TX's other neighbors. If Texas's value is higher than all its neighbors, then Texas would be a candidate. But the question is whether NM is the southern-most such state.

Wait, but NM is not the southern-most state (since TX is south of NM). So if TX has a higher value than all its neighbors, then TX would be the southern-most. But if TX's value is not higher than all neighbors, then NM is the southern-most.

Wait, let's check TX's neighbors. TX's neighbors: NM, OK, AR, LA, and maybe others. Let's see the color of TX. If TX is a dark red (same as NM), but maybe TX's value is higher than NM? Or lower?

Wait, the problem is that the map's color scale: the darker the color, the higher the value. So if NM is a dark red, and TX is the same dark red, but maybe TX is slightly darker. But how to tell?

Alternatively, maybe the answer is no, because Texas is south of NM and might have a higher value. Wait, but the question is whether NM is the southern-most state with higher value than all neighbors. So if there's a state south of NM (like TX) that also has higher value than all neighbors, then NM is not the southern-most.

Wait, but let's check the neighbors of NM. The neighbors are CO, OK, TX, AZ. Let's check each:

- CO: Colorado. Color is lighter than NM (medium red), so CO's value is lower than NM.
- OK: Oklahoma. Color is medium red, lower than NM.
- TX: Texas. Color is dark red, same as NM? Or darker? If TX is darker, then TX's value is higher than NM, so NM is not higher than TX. If TX is same, then NM is not higher (since equal). So NM would not have higher value than TX.

Wait, but maybe TX is not darker. Let's think: the map shows NM as a dark red, and TX as a dark red. But perhaps in the map, NM is slightly darker. Wait, but the question is about ""higher value compared to all its neighbours"". So if TX's value is equal or higher, then NM is not higher than TX.

Alternatively, maybe the answer is no because Texas is south of NM and has a higher value. Wait, but how do we know?

Wait, let's think about the southern-most state. The southern-most states are Texas, Florida, etc. But NM is not the southern-most. So if there's a state south of NM (like TX) that has higher value than all neighbors, then NM is not the southern-most. But if TX's value is not higher than all neighbors, then NM is.

Wait, but the question is: ""New Mexico is the southern-most state that has a higher value compared to all its neighbours.""

So first, is NM the southern-most state where all neighbors have lower values. So we need to check if any state south of NM (like TX) has all neighbors with lower values.

Let's check Texas's neighbors. Texas's neighbors are NM, OK, AR, LA, and maybe others (like WV? No, TX's neighbors are NM, OK, AR, LA, and also the Gulf of Mexico, but the states are NM, OK, AR, LA, and maybe TX's western neighbor is NM, eastern is OK, southern is LA, and northern is AR.

So Texas's neighbors: NM, OK, AR, LA.

Now, if Texas's value is higher than all these neighbors, then Texas would be a state with higher value than all neighbors. But if NM's value is higher than all its neighbors (CO, OK, TX, AZ), then NM is a candidate, but if TX is also a candidate, then NM is not the southern-most.

Wait, but the question is whether NM is the southern-most such state. So we need to check if there's any state south of NM (i.e., further south) that also has higher value than all neighbors.

Let's consider Texas. If Texas's value is higher than NM, then NM is not higher than TX, so NM can't be the one. But if Texas's value is lower than NM, then NM is higher than TX, and we need to check if there's any state south of NM (like TX) that has higher value than all neighbors.

Wait, but maybe Texas's value is lower than NM. Let's look at the map. The color for NM: it's a very dark red. Texas: is it as dark? Let's see. The map shows NM as a dark red, and TX as a dark red. But maybe NM is slightly darker. If so, then NM's value is higher than TX's. Then, check if TX's value is higher than all its neighbors.

TX's neighbors: NM (lower), OK (lower), AR (lower), LA (lower). If TX's value is higher than all neighbors, then TX is a state with higher value than all neighbors. But if TX's value is lower than NM, then NM is higher than TX, and TX's value is lower than NM, so TX's value is not higher than all neighbors (since NM is a neighbor with higher value). Wait, no: TX's neighbors are NM, OK, AR, LA. If TX's value is lower than NM, then TX's value is not higher than NM, so TX does not have higher value than all neighbors.

So let's think: NM's neighbors are CO, OK, TX, AZ. If NM's value is higher than all four, then NM is a state with higher value than all neighbors. Now, is there any state south of NM (i.e., further south) that also has higher value than all neighbors?

The states south of NM are Texas, and maybe others. Let's check Texas. Texas's neighbors are NM, OK, AR, LA. If Texas's value is higher than NM, then NM is not higher than TX, so NM can't be the one. But if Texas's value is lower than NM, then NM is higher than TX, and we need to check if Texas has higher value than all its neighbors. But Texas's neighbors include NM, which has higher value, so Texas's value is lower than NM, so Texas does not have higher value than all neighbors.

What about other states south of NM? Like Arizona is west of NM, but Arizona is not south. Texas is the main southern neighbor.

Wait, but the question is about ""southern-most state"". So the southern-most state would be the one with the lowest latitude. Texas is south of NM. So if NM is not the southern-most, but the question is whether NM is the southern-most state that has higher value than all neighbors.

So first, is there any state south of NM (like TX) that has higher value than all neighbors? If TX's value is higher than all neighbors, then TX would be a candidate, and NM is not the southern-most. If TX's value is not higher than all neighbors (because it's lower than NM, for example), then NM is the southern-most.

Wait, but let's check the map. The color for NM: it's a dark red. The color for TX:",,saved_final_answer_too_long,0,,,174.499,baseline,,No extractable final answer.
mapwise_china_map21_1C_t19_idx0298,298,china,map21_1C,19,Yes or no: the value of the Hubei is higher than that of Yunnan.,Yes,Binary,,,complete,197,yes,yes,saved_final_answer,1,yes,yes,13.043,baseline,,
mapwise_india_map22_6C_t6_idx0299,299,india,map22_6C,6,Yes or no: the map depicts absolute values.,Yes,Binary,,,complete,259,yes,yes,saved_final_answer,1,yes,yes,15.553,baseline,,
mapwise_china_map3_2D_t36_idx0300,300,china,map3_2D,36,Name the South-most state in the highest range.,Shanghai,Single,,,complete,1172,HN,HN,saved_final_answer,0,"[""shanghai""]","[""hunan""]",66.971,baseline,,
mapwise_india_map92_2C_t10_idx0301,301,india,map92_2C,10,Is the value of Andhra Pradesh closer to 600 or 800?,800,Single,,,complete,659,800,800,saved_final_answer,1,"[""800""]","[""800""]",37.016,baseline,,
mapwise_usa_map_5000_t3_idx0302,302,usa,map_5000,3,What is the overall range of the legend?,0.24-0.36,Range,,,complete,96,0.24 to 0.36,0.24 to 0.36,saved_final_answer,1,0.24-0.36,0.24-0.36,5.948,baseline,,Numeric endpoint comparison; abs_tol=0.01.
mapwise_india_map1_0C_t10_idx0303,303,india,map1_0C,10,Is the value of Rajasthan closer to Gujarat or Jharkhand?,Gujarat,Single,,,complete,677,Gujarat,Gujarat,saved_final_answer,1,"[""gujarat""]","[""gujarat""]",39.75,baseline,,
mapwise_usa_map_200_t9_idx0304,304,usa,map_200,9,Does New York state fall in the range 8-10k?,Yes,Binary,,,complete,1325,yes,yes,saved_final_answer,1,yes,yes,76.834,baseline,,
mapwise_india_map102_1D_t21_idx0305,305,india,map102_1D,21,Yes or no: Sikkim has the least value among the states bordering West Bengal.,Yes,Binary,,,truncated,3072,"Got it, let's try to solve this. First, we need to find the states bordering West Bengal (WB). From the map, West Bengal is labeled as WB. Now, which states are adjacent to WB? Let's recall the geography of India. West Bengal borders several states: Bihar (BH), Jharkhand (JH), Odisha (OR), and also maybe Assam (AS)? Wait, no, let's check the map labels. The map has labels like BH (Bihar), JH (Jharkhand), OR (Odisha), and also maybe Tripura (TR)? Wait, no, let's list the neighboring states of WB.

Looking at the map: WB is in the eastern part. The states bordering WB would be:

- Bihar (BH) – yes, to the north
- Jharkhand (JH) – to the north
- Odisha (OR) – to the east
- Also, maybe Assam (AS)? Wait, no, Assam is to the north-east, but let's check the map. Wait, the map labels: AS is Assam, which is near WB? Wait, no, let's check the spatial relationships.

Wait, the question is about Sikkim. Sikkim is labeled as SK on the map. Now, does Sikkim border West Bengal? Let's think. In reality, Sikkim is a state that borders West Bengal, but let's check the map. The map shows SK (Sikkim) near the eastern part, close to WB. So first, confirm if SK borders WB.

Now, the question is: Sikkim has the least value among the states bordering West Bengal.

First, find all states bordering WB. Let's list them:

- Bihar (BH)
- Jharkhand (JH)
- Odisha (OR)
- Sikkim (SK) – yes, Sikkim is a neighbor of WB.
- Also, maybe Tripura (TR)? Wait, Tripura is near WB? Let's check the map. The map has TR (Tripura) near WB? Wait, the map shows WB, and to the east of WB is maybe Tripura? Wait, no, in the map, the labels: WB is next to TR? Let's check the map's labels. The map has WB, and to the east of WB is TR (Tripura), but does TR border WB? Let's see. In the map, the states bordering WB would be:

Looking at the map, WB is surrounded by:

- North: Bihar (BH)
- North-East: Assam (AS)? Wait, no, AS is Assam. Wait, the map labels: AS is Assam, which is to the north-east of WB? Let's check the positions.

Wait, maybe better to list all states adjacent to WB. From the map:

- BH (Bihar) – north of WB
- JH (Jharkhand) – north of WB
- OR (Odisha) – east of WB
- SK (Sikkim) – north-east of WB? Wait, Sikkim is a small state, and in reality, Sikkim borders West Bengal. So SK is a neighbor of WB.

Now, the states bordering WB are BH, JH, OR, SK, and maybe TR? Wait, Tripura (TR) is adjacent to WB? Let's check the map. The map shows TR (Tripura) near WB. Let's see the labels: WB is on the map, and TR is to the east of WB. So TR is a neighbor.

Wait, but let's check the legend. The colors represent the capital outlay. We need to find the value for each state bordering WB.

First, identify the states bordering WB:

1. Bihar (BH)
2. Jharkhand (JH)
3. Odisha (OR)
4. Sikkim (SK)
5. Tripura (TR) – is TR bordering WB? Let's check the map. The map has TR, and WB is next to TR. Yes, in the map, TR is adjacent to WB.

Now, check the color of each:

- BH: What color is BH? Looking at the map, BH is in the north-east, and its color is the light pink (4,055.0 - 10,078.0) or the next one? Wait, the legend:

- Dark purple: 258.99 - 616.0
- Medium purple: 616.0 - 1,517.0
- Light pink: 1,517.0 - 4,055.0
- Very light pink: 4,055.0 - 10,078.0
- Gray: N/A

Wait, let's check each state's color:

- BH (Bihar): The map shows BH as a light pink (1,517.0 - 4,055.0)
- JH (Jharkhand): Also light pink (1,517.0 - 4,055.0)
- OR (Odisha): Medium purple (616.0 - 1,517.0)
- SK (Sikkim): Dark purple (258.99 - 616.0)
- TR (Tripura): Let's see, TR is a small state. What color is TR? The map shows TR as dark purple (258.99 - 616.0)

Wait, but the question is about Sikkim (SK) having the least value among the states bordering WB.

So the states bordering WB are BH, JH, OR, SK, TR.

Now, check their color categories:

- BH: 1,517.0 - 4,055.0 (so higher value)
- JH: same as BH, 1,517.0 - 4,055.0
- OR: 616.0 - 1,517.0 (lower than BH/JH)
- SK: 258.99 - 616.0 (lower than OR)
- TR: 258.99 - 616.0 (same as SK)

Wait, but is TR a bordering state? Let's confirm. In the map, TR is labeled, and it's adjacent to WB. So TR is a neighbor.

Now, the value categories:

- 258.99 - 616.0: SK and TR
- 616.0 - 1,517.0: OR
- 1,517.0 - 4,055.0: BH, JH

So the lowest value category is 258.99 - 616.0, which includes SK and TR.

Now, the question is: Sikkim has the least value among the states bordering West Bengal.

But wait, TR is also in the same category. So does Sikkim have the least value? Well, the category is 258.99 - 616.0, which is the lowest. But is there a state with a lower value? The next lower is N/A (gray), but N/A is not a value. So the lowest value category is 258.99 - 616.0.

Now, Sikkim (SK) is in that category, and TR is also in that category. So both SK and TR have values in the lowest category. So Sikkim is not the only one, but the question is whether Sikkim has the least value. Since the category is the lowest, and SK is in that category, but TR is also in that category. So does that mean Sikkim has the least value? Well, the category is the lowest, so any state in that category has the least value compared to higher categories.

But wait, the question is ""Sikkim has the least value among the states bordering West Bengal."" So we need to check if Sikkim's value is less than all other bordering states.

The bordering states are BH, JH, OR, SK, TR.

Values:

- BH: 1,517.0 - 4,055.0 (higher than 616.0)
- JH: same as BH
- OR: 616.0 - 1,517.0 (higher than 616.0? Wait, 616.0 - 1,517.0 is higher than 258.99 - 616.0)
- SK: 258.99 - 616.0 (lowest category)
- TR: 258.99 - 616.0 (same as SK)

So SK and TR are in the lowest category, while the others are in higher categories. So Sikkim's value is in the lowest category, same as TR. So Sikkim does not have the least value (since TR also has the same value), but the question is whether Sikkim has the least value. Wait, but maybe the value is the lower bound. For example, SK's value is at least 258.99, which is lower than OR's lower bound (616.0), which is lower than BH's lower bound (1,517.0). So SK and TR have values that are lower than OR, BH, JH.

So among the bordering states, SK and TR have the lowest values (258.99 - 616.0), while OR is next (616.0 - 1,517.0), then BH and JH (1,517.0 - 4,055.0).

So Sikkim is in the lowest category, but so is TR. So does Sikkim have the least value? Well, the value is in the same range as TR, so they are both the lowest. But the question is ""Sikkim has the least value among the states bordering West Bengal."" So if there's another state with the same value, then Sikkim is not the only one, but does it have the least? Well, the least value would be the minimum value. Since SK and TR are both in the lowest category, their values are the lowest. So Sikkim's value is the least (since it's in the lowest category), but TR is also in the same category. Wait, but the question is whether Sikkim has the least value. If TR is also in the same category, then Sikkim's value is not less than TR's value (they are in the same range), so Sikkim does not have the least value (since TR has the same value). Wait, but maybe the value is the exact number, but the map only shows the range.

Wait, the legend says:

- Dark purple: 258.99 - 616.0
- Medium purple: 616.0 - 1,517.0
- Light pink: 1,517.0 - 4,055.0
- Very light pink: 4,055.0 - 10,078.0
- Gray: N/A

So the lowest range is 258.99 - 616.0. So any state in that range has a value between 258.99 and 616.0. So Sikkim (SK) is in that range, and Tripura (TR) is also in that range. So both SK and TR have values in the lowest range. Therefore, Sikkim does not have the least value (since TR has the same value), but the question is whether Sikkim has the least value. Wait, but maybe the question is whether Sikkim's value is the smallest among the bordering states. Since TR is also in the same range, their values are not less than each other. So Sikkim's value is not less than TR's value (they are in the same range), so Sikkim does not have the least value (because TR is also in the same range). Wait, but maybe the question is phrased as ""has the least value"", which would mean it's the smallest. If there are two states in the same lowest range, then neither is strictly less than the other. So Sikkim does not have the least value (since TR is also in the same category).

Wait, but let's check the map again. Let's look at the labels:

- SK (Sikkim) is dark purple (258.99 - 616.0)
- TR (Tripura) is also dark purple (258.99 - 616.0)
- OR (Odisha) is medium purple (616.0 - 1,517.0)
- BH (Bihar) is light pink (1,517.0 - 4,055.0)
- JH (Jharkhand) is light pink (1,517.0 - 4,055.0)

So the states bordering WB are BH, JH, OR, SK, TR.

Now, the value ranges:

- SK and TR: 258.99 - 616.0 (lowest)
- OR: 616.0 - 1,517.0 (next)
- BH and JH: 1,517.0 - 4,055.0 (highest)

So the lowest value range is 258.99 - 616.0, which includes SK and TR. Therefore, Sikkim is not the only state with the lowest value; Tripura also has the same. So Sikkim does not have the least value (since there's another state with the same value). Wait, but the question is ""Sikkim has the least value among the states bordering West Bengal."" If there's another state with the same value, then Sikkim does not have the",,saved_final_answer_too_long,0,,,177.733,baseline,,No extractable final answer.
mapwise_usa_map_8391_t9_idx0306,306,usa,map_8391,9,Does New York fall in range 1.2-1.4 M?,No,Binary,,,complete,1220,yes,yes,saved_final_answer,0,no,yes,72.849,baseline,,
mapwise_usa_map_1347_t19_idx0307,307,usa,map_1347,19,Yes or no: the value of  Florida is higher than Maine.,Yes,Binary,,,complete,226,yes,yes,saved_final_answer,1,yes,yes,13.645,baseline,,
mapwise_india_map170_8C_t38_idx0308,308,india,map170_8C,38,Yes or no: the value of Sikkim is above the median value amongst states in Northeast India.,Yes,Binary,,,complete,1814,yes,yes,saved_final_answer,1,yes,yes,98.411,baseline,,
mapwise_usa_map_17383_t41_idx0309,309,usa,map_17383,41,Are the legends evenly spaced ?,Yes,Single,,,complete,200,yes,yes,saved_final_answer,1,"[""yes""]","[""yes""]",11.73,baseline,,
mapwise_usa_map_8083_t2_idx0310,310,usa,map_8083,2,Yes or no: in the legend the colour darkness inversely proportional to the value.,No,Binary,,,complete,188,no,no,saved_final_answer,1,no,no,11.019,baseline,,
mapwise_usa_map_18501_t22_idx0311,311,usa,map_18501,22,Yes or no: States bordering the Great Lakes have lower values on average than states bordering Great Salt Lake.,No,Binary,,,complete,1127,no,no,saved_final_answer,1,no,no,64.231,baseline,,
mapwise_china_map1_1D_t42_idx0312,312,china,map1_1D,42,"Yes/No: Beijing has a higher value than Yunnan, and also have a similar value to Liaoning.",Yes,Binary,,,complete,644,Yes,Yes,saved_final_answer,1,yes,yes,37.351,baseline,,
mapwise_usa_map_11274_t18_idx0313,313,usa,map_11274,18,Yes or no: the value of the state Oklahoma is same as its neighbouring state Arkansas.,Yes,Binary,,,complete,156,yes,yes,saved_final_answer,1,yes,yes,9.31,baseline,,
