sample_id,screening_id,source_row,image_name,question,correct_answer,answer_type,question_type,tag_combo,map_type,geographic_level,reward_pattern,correct_generations,num_generations,mean_reward,diagnostic_class,selection_reason
209,209,238,25.png,Which color is Mongolia colored in?,orange,Single Entity,['Visual'],Visual,_choropleth,_world,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
210,210,239,25.png,"Looking at the map, which country that borders India shares the same color?",Pakistan.,Single Entity,"['Visual', 'Positional']",Positional+Visual,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
213,213,243,26.png,Which state has the lightest (highest-value) color on the map?,Nebraska,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
214,214,244,26.png,Which southeastern state has the lowest-value (darkest purple) shade?,Mississippi,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
215,215,245,26.png,Which Midwestern state is darkest in color?,Illinois,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
216,216,246,26.png,Which state shows a value closest to the national minimum (deep blue)?,Alaska,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
218,218,248,26.png,Which state directly west of Illinois has a much higher value (lighter shade)?,Lowa,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
220,220,250,27.jpg,Which zone is nearest to the video board?,E,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
221,221,252,27.jpg,What is the entry point of the student section?,Southeast Gate B,Single Entity,['Visual'],Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
222,222,253,27.jpg,What is the difference between the 2024 premium price of the yellow zone and the purple zone?,500,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
223,223,254,27.jpg,How many total gates are there on the map?,11,Counting,['Other'],Other,_layout,_building,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
227,227,259,28.jpg,What color represents North America on this stylized world map?,Purple,Single Entity,"['Visual', 'Positional']",Positional+Visual,_cartogram,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
228,228,260,28.jpg,Which continent is depicted in bright yellow in the bottom right portion?,Australia,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_cartogram,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
230,230,262,28.jpg,What color is used to represent South America on this map?,Green,Single Entity,"['Visual', 'Positional']",Positional+Visual,_cartogram,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
231,231,263,28.jpg,Which continent appears to have a thin red line extending southward from it?,Africa,Single Entity,['Visual'],Visual,_cartogram,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
232,232,264,28.jpg,What unusual feature connects Southeast Asia to Australia on this stylized map?,Yellow streaks or bridges,Single Entity,['Positional'],Positional,_cartogram,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional_hard_all_wrong
236,236,268,28.jpg,Which continent is represented with the most varied color palette?,Asia,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
238,238,270,29.png,The only point of interest in the map is near which time point?,F,Single Entity,['Positional'],Positional,_network,_neighborhood,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
239,239,271,29.png,Which school is closest to San Carlos?,Heather School,Single Entity,['Comparative'],Comparative,_network,_neighborhood,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
240,240,272,29.png,Which street has been mentioned twice in the map?,Club,Single Entity,['Other'],Other,_network,_neighborhood,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
241,241,273,29.png,What color is used to represent the bus route?,Orange,Single Entity,['Visual'],Visual,_network,_neighborhood,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
243,243,276,29.png,What color is used to represent the schools?,Blue,Single Entity,['Visual'],Visual,_network,_neighborhood,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
248,248,282,30.jpg,How many migration waves reach Australia?,2,Counting,['Other'],Other,_network,_world,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
251,251,285,30.jpg,Which label is printed as the largest font?,MIGRATION OF EARLY HUMANS,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_network,_world,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
253,253,287,30.jpg,Which is the westernmost continent on the map,Africa,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_world,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
255,255,289,31.png,"In the population cartogram (larger map), which candidate's territory appears larger in total area?",Obama,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
256,256,290,31.png,How many blue states completely border only other blue states in the population cartogram?,8,Counting,"['Visual', 'Positional']",Positional+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
257,257,291,31.png,"On the conventional map, which Romney state is positioned furthest north?",Alaska,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
258,258,292,31.png,Which state appears larger in the population cartogram compared to the conventional map?,New York,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
259,259,293,31.png,Which candidate won the cartogram’s most distorted states?,Obama,Single Entity,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
261,261,295,31.png,"In the population cartogram, how many red states share a border with Florida?",0,Counting,"['Visual', 'Positional']",Positional+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
262,262,296,31.png,Which state in the Northeast region appears smallest in the population cartogram?,Vermont,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_cartogram,_country,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
263,263,297,31.png,Which candidate won more recognizably shaped states on the cartogram?,Romney,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
268,268,302,32.jpg,does the route go through hollenbeck Avenue,No,Boolean,['Positional'],Positional,_network,_neighborhood,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
270,270,304,32.jpg,Are there any loops in the route,No,Boolean,['Other'],Other,_network,_neighborhood,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
272,272,307,32.jpg,How many right turn if you start from El camino real,11,Counting,['Positional'],Positional,_network,_neighborhood,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional_hard_all_wrong
276,276,311,33.jpg,how many countries has 100+ billion barrels of oil?,2,Counting,['Other'],Other,_cartogram,_subcontinent,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
278,278,315,33.jpg,is there a country in North or South America that has 100+ billion barrels of oil?,No,Boolean,['Positional'],Positional,_cartogram,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Positional_easy_all_correct
281,281,318,33.jpg,is there a country in Africa that has 100+ barrels of oil?,No,Boolean,['Other'],Other,_cartogram,_subcontinent,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
284,284,321,34.jpg,What is the easternmost island shown on this map?,Rogues Island,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
285,285,322,34.jpg,Which mapping service is credited at the bottom right of this map?,OpenStreetMap or OpenMapiles,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
286,286,323,34.jpg,"How many islands with ""Island"" in their name are shown on the western half of this map?",1,Counting,"['Visual', 'Positional']",Positional+Visual,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
287,287,324,34.jpg,What is the smallest named island visible on this map?,Junk of Pork,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_network,_region,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
293,293,330,35.jpg,What city is at the western end of the ferry line?,Boston,Single Entity,['Positional'],Positional,_network,_region,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
296,296,333,35.jpg,What large body of water does the ferry route cross?,Massachusetts Bay,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
297,297,334,35.jpg,Is Brockton directly along the ferry line?,No,Boolean,['Positional'],Positional,_network,_region,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
298,298,335,35.jpg,"Which town is closer to the midpoint of the ferry route, Quincy or Revere?",Quincy,Single Entity,['Positional'],Positional,_network,_region,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
300,300,337,35.jpg,What is the closest labeled city to the midpoint of the ferry route?,Quincy,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_network,_region,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
303,303,340,36.png,Which region on the map is largely claimed by China but administered by India?,Arunachal Pradesh,Single Entity,['Other'],Other,_conflict,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
306,306,343,36.png,Which city shown on the map is the capital of Jammu & Kashmir (administered by India)?,Srinagar,Single Entity,['Visual'],Visual,_conflict,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
308,308,345,36.png,Which disputed area is marked between India and China west of Arunachal Pradesh?,Aksai Chin,Single Entity,"['Visual', 'Positional']",Positional+Visual,_conflict,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
310,310,347,36.png,Which body of water is shown south of Bangladesh on the map?,Bay of Bengal,Single Entity,"['Visual', 'Positional']",Positional+Visual,_conflict,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
311,311,348,36.png,"Which country’s capital, shown on the map, is Delhi?",India,Single Entity,['Visual'],Visual,_conflict,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
312,312,349,37.jpg,"what ""must see thing"" is J?",Tanjong beach,Single Entity,['Visual'],Visual,_mixed,_city,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
313,313,350,37.jpg,"what ""must see thing"" is S?",Sakya Muni Buddha Gaya Temple,Single Entity,['Visual'],Visual,_mixed,_city,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
315,315,352,37.jpg,"which ""must see thing"" is most east?",Z or Katong district,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
316,316,353,37.jpg,"which ""must see thing"" is most north?",Y or Geylang,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
317,317,354,37.jpg,"which ""must see thing"" is most south?",J or Tanjong Beach,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
318,318,355,37.jpg,"how many ""must see things"" are on the small island in the south?",4,Counting,"['Visual', 'Positional']",Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
320,320,357,37.jpg,"what letter is associated with ""must see thing"" Sentosa?",F,Single Entity,['Visual'],Visual,_mixed,_city,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
322,322,359,38.jpg,"Using the provided map of Syria, which group has the least control on the northern border.",Government,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_conflict,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
325,325,362,38.jpg,which group has control over Azaz?,Isis,Single Entity,['Comparative'],Comparative,_conflict,_country,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
326,326,363,38.jpg,"Using the provided map of Syria, which group has the least control on the eastern border?",Government,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_conflict,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
327,327,364,38.jpg,"Using the provided map of Syria, which group has the least control on the southern border?",Kurds,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_conflict,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
328,328,365,38.jpg,which group has control over Mayadin?,Opposition,Single Entity,['Comparative'],Comparative,_conflict,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
329,329,366,38.jpg,which group has the most control in Syria?,Government,Single Entity,['Comparative'],Comparative,_conflict,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
330,330,367,38.jpg,which group has control over Homs?,Government,Single Entity,['Comparative'],Comparative,_conflict,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
331,331,368,38.jpg,"Using the provided map of Syria, which group has the most control on the Lebanese border?",Government,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_conflict,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
332,332,369,39.gif,how many routes leave from Rafina?,2,Counting,['Other'],Other,_network,_country,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
336,336,373,39.gif,what color is the route between Ikaria and Paros?,green,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_country,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
343,343,380,40.jpg,Which NFL team is located furthest northwest on this Football Fan's Map?,Seattle Seahawks,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_layout,_building,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
346,346,383,40.jpg,Which team's information appears directly east of the Denver Broncos?,Kansas City Chiefs,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
348,348,385,40.jpg,Which team appears in Wyoming on this Football Fan's Map?,Denver Broncos,Single Entity,['Visual'],Visual,_layout,_building,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
349,349,386,40.jpg,What is written on the banner across the top of the map?,FOOTBALL FAN'S MAP,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_layout,_building,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
351,351,388,40.jpg,"Which team's information bubble appears directly above the ""Facts and Trivia"" section?",Miami Dolphins,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
352,352,389,41.gif,Which U.S. location is closest to the Peace River shown on the map?,Petersburg,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
353,353,390,41.gif,Which island city is the red route’s easternmost stop before reaching Cold Bay?,Seward,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
356,356,393,41.gif,Which city lies geographically closest to the intersection of both red and purple routes?,Whittier,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
357,357,394,41.gif,What’s the southernmost labeled U.S. location on the red route before entering Canadian waters?,Ketchikan,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_subcontinent,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
362,362,400,42.png,"According to the legend, how many ethnic groups are shown on this map?",9,Counting,['Visual'],Visual,_isopleth,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
364,364,402,42.png,Which river flows through Budapest according to the map?,Tisza,Single Entity,['Positional'],Positional,_isopleth,_subcontinent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
365,365,403,42.png,What is the scale of this map as shown in the top left?,0-100 km,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_isopleth,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
366,366,405,42.png,How many major empires are labeled on the borders of Austria-Hungary?,4,Counting,"['Visual', 'Positional']",Positional+Visual,_isopleth,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
367,367,406,42.png,What year is specified in the title at the bottom of the map?,1910,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_isopleth,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
368,368,407,42.png,"Which ethnic group occupies the region labeled ""BUKOVINA""?",Ukrainians,Single Entity,['Visual'],Visual,_isopleth,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
369,369,408,42.png,Count the number of cities marked in Bohemia.,2,Counting,['Visual'],Visual,_isopleth,_subcontinent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
370,370,409,42.png,What color represents the Poles on this map?,Purple,Single Entity,['Visual'],Visual,_isopleth,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
374,374,413,43.png,Is Japan closer to Australia than to Russia,False,Boolean,['Positional'],Positional,_divisional,_world,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
375,375,414,43.png,Which country is closest to Brazil? United States or South Africa,United States,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_divisional,_world,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
376,376,415,43.png,Is New Zealand west of Australia,True,Boolean,['Positional'],Positional,_divisional,_world,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
377,377,416,43.png,Is China west of India.,False,Boolean,['Positional'],Positional,_divisional,_world,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
381,381,420,44.jpg,Which labeled landmark is located closest to the water near the southeast?,Z,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
386,386,425,44.jpg,Which labeled attraction is closest to the water’s edge?,Urban Pirates,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
388,388,427,44.jpg,Which museum lies closest to the cluster of museums around Mt. Vernon?,The Walters Art Museum,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
390,390,429,44.jpg,Which point (A–Z) is furthest to the east?,Z,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
391,391,430,45.jpg,Is The scale of the right map in miles is 0-150 miles.,False,Boolean,['Positional'],Positional,_multiple,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional_easy_all_correct
392,392,431,45.jpg,Are There are 3 battle sites dated in 1854 on the right map,False,Boolean,['Positional'],Positional,_multiple,_region,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
393,393,432,45.jpg,Is Sevastopol  closest to the Sea of Azov on the left map.,False,Boolean,"['Positional', 'Comparative']",Comparative+Positional,_multiple,_region,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
395,395,434,45.jpg,Is Sinope is north of Constantinople on the left map.,False,Boolean,['Positional'],Positional,_multiple,_region,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
396,396,435,45.jpg,Is Inkerman is located between Sevastopol and Alma on the right map.,False,Boolean,['Positional'],Positional,_multiple,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional_hard_all_wrong
397,397,436,45.jpg,Is Inkerman is closest to the Alma battle site on the right map.,False,Boolean,"['Positional', 'Comparative']",Comparative+Positional,_multiple,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
398,398,437,45.jpg,Is Balaklava is the battle site with the earliest date on the right map.,False,Boolean,['Positional'],Positional,_multiple,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional_easy_all_correct
399,399,438,45.jpg,Is Constantinople is marked on the southwestern coast of the Black Sea on the left map.,True,Boolean,"['Visual', 'Positional']",Positional+Visual,_multiple,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
400,400,439,45.jpg,Are There are 3 battle sites marked on the right map of Crimea.,False,Boolean,"['Visual', 'Positional']",Positional+Visual,_multiple,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
403,403,442,46.png,Is the color for high sightings in low-population areas dark purple?,Yes,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
404,404,443,46.png,Are there more purple counties in the West than the East?,Yes,Boolean,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
406,406,445,46.png,Does the map suggest Sasquatches avoid urban areas?,Yes,Boolean,['Other'],Other,_choropleth,_country,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
409,409,448,46.png,Are there any purple counties in the Northeast?,Yes,Boolean,"['Visual', 'Positional']",Positional+Visual,_choropleth,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
410,410,449,46.png,Do high-population counties in Texas show high sightings?,Yes,Boolean,['Comparative'],Comparative,_choropleth,_country,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
411,411,450,47.jpg,On which road Willis/Sears Tower located ?,West Adams Street,Single Entity,['Positional'],Positional,_mixed,_city,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
413,413,452,47.jpg,How many tourists attraction centers are pinned in the map ?,10,Counting,['Other'],Other,_mixed,_city,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
414,414,453,47.jpg,What is the direct route between attraction 7 and attraction 8 ?,North Michigan Avenue,Single Entity,['Positional'],Positional,_mixed,_city,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
417,417,456,48.jpg,What is the population burden percentile number for Davis?,75 -100,Single Entity,['Other'],Other,_choropleth,_state,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
419,419,469,49.jpg,is the parking garage on the north or south side?,South,Boolean,['Positional'],Positional,_layout,_campus,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional_hard_all_wrong
420,420,470,49.jpg,"Using the map, how many entrances are attached to the white roofed building?",2,Counting,['Visual'],Visual,_layout,_campus,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
421,421,471,49.jpg,"Using the map, how many entrances are attached to the brown/tan roofed building?",3,Counting,['Other'],Other,_layout,_campus,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
422,422,472,49.jpg,which street is closest to the skilled nursing entrance?,Fourth Street,Single Entity,['Comparative'],Comparative,_layout,_campus,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
426,426,476,50.jpg,"which ""must see thing"" is most to the west?",A or Queensland Gallery of Modern Art,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
429,429,479,50.jpg,"what is the ""must see thing"" H?",Old Windmill,Single Entity,['Visual'],Visual,_mixed,_city,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
430,430,480,50.jpg,which must see thing is closest to Adelaide Street?,R or City botanic gardens,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
431,431,481,50.jpg,which must see thing is closest to Roma Street Parkland?,Q or St John's Cathedral,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
432,432,482,50.jpg,which must see thing is closest to Gipps Street?,T or Chinatown,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
434,434,484,50.jpg,"which ""must see thing"" is most to the east?",Z,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
435,435,485,50.jpg,"which ""must see thing"" is most to the south?",L,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1241,1241,1374,143.jpg,How may parks are in the UPPER WEST SIDE section of the map?,3,Counting,"['Visual', 'Positional']",Positional+Visual,_multiple,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
1243,1243,1376,143.jpg,"For Highbridge Park, is the letter ""e"" on the drawn land of the map?",No,Boolean,['Other'],Other,_multiple,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
1244,1244,1377,143.jpg,Is Marcus Garvey Park labeled on the map?,Yes,Boolean,['Visual'],Visual,_multiple,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
1245,1245,1378,143.jpg,Is Theodore Roosevelt Park labeled on the map?,Yes,Boolean,['Visual'],Visual,_multiple,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
1246,1246,1379,143.jpg,Is Bryant Park labeled on the map?,Yes,Boolean,['Visual'],Visual,_multiple,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
1247,1247,1380,144.jpg,What department is directly north of the Sidewalk Café?,Wound Care,Single Entity,['Positional'],Positional,_layout,_building,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
