country,source_index,qa_id,ability_level,corrected_template_no,map_family,ground_truth_type,question,ground_truth,transition,baseline_correct,checkpoint_correct,baseline_answer,checkpoint_answer,baseline_tokens,checkpoint_tokens,baseline_status,checkpoint_status,baseline_reasoning_words,baseline_has_think_end,baseline_repeat4,baseline_wait_per_1k,baseline_at_limit,checkpoint_reasoning_words,checkpoint_has_think_end,checkpoint_repeat4,checkpoint_wait_per_1k,checkpoint_at_limit
usa,2933,mapwise_usa_map_8576_t12_idx0097,L2,12,usa:map_8576,Range,What is the highest value range along Mexico border?,143202-296255,0->0,0,0,0-37719,0-37719,1008,724,complete,complete,691,True,0.3473837209302325,18.81331403762663,False,473,True,0.24042553191489358,21.141649048625794,False
usa,2926,mapwise_usa_map_15912_t22_idx0098,L2,21,usa:map_15912,Binary,Yes or no: States bordering Canada have higher values on average than states bordering Mexico.,No,1->1,1,1,no,no,1695,1782,complete,complete,1000,True,0.13340020060180546,9.0,False,1057,True,0.15559772296015184,9.460737937559129,False
usa,2461,mapwise_usa_map_584_t41_idx0099,L0,40,usa:map_584,Single,Are the legends evenly spaced?,No,0->0,0,0,['yes'],['yes'],182,155,complete,complete,104,True,0.0,0.0,False,102,True,0.0,0.0,False
india,1334,mapwise_india_map55_6D_t16_idx0100,L1,15,india:map55_6,Range,Between which two legend markings does Nagaland fall in?,0.99 - 101.8,0->0,0,0,909-2395.4,101.8-909,535,747,complete,complete,286,True,0.15194346289752647,6.993006993006993,False,386,True,0.1801566579634465,18.134715025906736,False
india,1759,mapwise_india_map128_7D_t4_idx0101,L0,4,india:map128_7,Range,What value range does the darkest shade represent?,1262.5 - 2500.0,1->1,1,1,1262.5-2500,1262.5-2500,227,226,complete,complete,88,True,0.07058823529411762,0.0,False,89,True,0.09302325581395354,0.0,False
usa,2422,mapwise_usa_map_2453_t36_idx0102,L3,35,usa:map_2453,Single,Name the western most state in the highest range.,Utah,0->0,0,0,['alaska'],['alaska'],309,361,complete,complete,220,True,0.0875576036866359,9.090909090909092,False,255,True,0.09126984126984128,11.764705882352942,False
china,704,mapwise_china_map23_4D_t21_idx0103,L2,20,china:map23_4,Binary,Yes or no: Hainan has the highest value in the region bordering South China Sea,No,1->0,1,0,no,yes,2849,2826,complete,complete,1868,True,0.33994638069705096,11.777301927194861,False,1856,True,0.36373448461953584,12.931034482758621,False
china,617,mapwise_china_map9_7C_t30_idx0104,L2,29,china:map9_7,Binary,Does Jilin have the same value as Liaoning amongst the states in the northeast region.,No,1->1,1,1,no,no,1027,725,complete,complete,644,True,0.21528861154446177,29.503105590062113,False,466,True,0.1511879049676026,19.313304721030043,False
india,1593,mapwise_india_map97_5D_t25_idx0105,L2,24,india:map97_5,Range,What is the median range of the states along Pakistan border excluding missing values?,551.0 - 667.0,0->0,0,0,374-551,,2367,3072,complete,truncated,1401,True,0.2618025751072961,15.703069236259815,False,2438,False,0.6041067761806982,18.04757998359311,True
usa,2243,mapwise_usa_map_15950_t34_idx0106,L3,33,usa:map_15950,Binary,Yes or no: North Dakota is the northern most state that has a higher value compared to all its neighbours.,No,1->1,1,1,no,no,434,297,complete,complete,299,True,0.08445945945945943,10.033444816053512,False,207,True,0.02450980392156865,4.830917874396135,False
india,1807,mapwise_india_map138_0D_t19_idx0107,L1,18,india:map138_0,Binary,Yes or no: the value of Arunachal Pradesh is similar to Kerala.,No,1->1,1,1,no,no,1591,320,complete,complete,905,True,0.3348115299334812,5.524861878453039,False,147,True,0.10416666666666663,0.0,False
china,746,mapwise_china_map9_0C_t16_idx0108,L1,15,china:map9_0,Range,Between which two legend markings does the state Tibet fall in?,12 - 14,1->1,1,1,12-14,12-14,1012,1330,complete,complete,675,True,0.35565476190476186,22.22222222222222,False,894,True,0.5005611672278338,25.727069351230426,False
usa,2007,mapwise_usa_map_8808_t17_idx0109,L2,16,usa:map_8808,Count,Count the states with the values in range 1937-6710 in the east coast region.,2,0->0,0,0,7,,962,3072,complete,truncated,543,True,0.1166666666666667,1.8416206261510129,False,1862,False,0.4055944055944056,17.722878625134264,True
china,528,mapwise_china_map8_7D_t9_idx0110,L1,9,china:map8_7,Binary,Does Hainan fall in the highest range?,Yes,1->1,1,1,yes,yes,97,97,complete,complete,61,True,0.0,0.0,False,61,True,0.0,0.0,False
usa,2149,mapwise_usa_map_13283_t16_idx0111,L1,15,usa:map_13283,Range,What value range does state New York fall in?,10M - 12M,0->0,0,0,16m,,2233,3072,complete,truncated,1322,True,0.5314632297194845,25.71860816944024,False,2075,False,0.7239382239382239,28.433734939759034,True
china,74,mapwise_china_map8_5C_t7_idx0112,L0,7,china:map8_5,Single,Is the legend continuous or discrete?,Continuous,1->1,1,1,['continuous'],['continuous'],143,124,complete,complete,115,True,0.008928571428571397,0.0,False,98,True,0.010526315789473717,0.0,False
usa,3021,mapwise_usa_map_12319_t37_idx0113,L3,36,usa:map_12319,Single,Which state on the west coast borders at least 1 state from range 3-6?,Oregon,0->0,0,0,,,3072,3072,truncated,truncated,1972,False,0.22752666328085325,16.734279918864097,True,2017,False,0.2576961271102284,25.28507684680218,True
china,222,mapwise_china_map5_1C_t41_idx0114,L0,40,china:map5_1,Single,Are the legends evenly spaced?,Yes,1->1,1,1,['yes'],['yes'],116,232,complete,complete,76,True,0.0,0.0,False,143,True,0.0357142857142857,0.0,False
china,274,mapwise_china_map3_6D_t34_idx0115,L3,33,china:map3_6,Binary,Yes or no: Heilongjiang is the North most state that has a higher value compared to all its neighbours.,Yes,1->1,1,1,yes,yes,834,766,complete,complete,554,True,0.12885662431941924,7.2202166064981945,False,520,True,0.12765957446808507,3.8461538461538463,False
usa,2130,mapwise_usa_map_7_t29_idx0116,L2,28,usa:map_7,Range,Which range has the highest number of states?,2112-14236,0->0,0,0,,,3072,3072,truncated,truncated,1582,False,0.38758708043065226,12.642225031605562,True,1538,False,0.2429967426710098,20.156046814044213,True
india,1955,mapwise_india_map168_4C_t2_idx0117,L0,2,india:map168_4,Binary,Yes or no: in the legend the colour darkness is inversely proportional to the value.,No,1->1,1,1,no,no,99,99,complete,complete,70,True,0.0,0.0,False,70,True,0.0,0.0,False
china,121,mapwise_china_map13_1C_t39_idx0118,L2,38,china:map13_1,Binary,Yes or no: all states bordering India have values below 0.,No,0->1,0,1,yes,no,2118,595,complete,complete,1416,True,0.20736022646850671,16.949152542372882,False,421,True,0.14832535885167464,11.876484560570072,False
usa,2373,mapwise_usa_map_6616_t20_idx0119,L3,19,usa:map_6616,Single,Name the southern-most state that belongs to a similar value range compared to all its neighbours.,Florida,1->1,1,1,['florida'],['florida'],1684,1934,complete,complete,1147,True,0.22290209790209792,12.205754141238012,False,1387,True,0.27601156069364163,17.303532804614274,False
usa,2774,mapwise_usa_map_5327_t1_idx0120,L0,1,usa:map_5327,Count,How many distinct categories does the legend contain?,5,1->1,1,1,5,5,181,184,complete,complete,85,True,0.0,0.0,False,84,True,0.0,0.0,False
china,865,mapwise_china_map1_2D_t36_idx0121,L3,35,china:map1_2,Single,Name the East-most state in the range 14152.5 - 16289.0,Jilin,0->0,0,0,['jiangxi'],['jiangxi'],1129,1341,complete,complete,733,True,0.22876712328767124,24.556616643929058,False,850,True,0.2963400236127509,22.352941176470587,False
india,1868,mapwise_india_map158_1C_t39_idx0122,L2,38,india:map158_1,Binary,Yes or no: all states that either border Nepal or Bhutan have values below 40000.,Yes,1->1,1,1,yes,yes,2406,1359,complete,complete,1519,True,0.29551451187335087,11.19157340355497,False,831,True,0.1594202898550725,8.42358604091456,False
china,650,mapwise_china_map23_8C_t31_idx0123,L2,30,china:map23_8,Binary,Yes or no: a majority of states bordering Russia belong to range less than 500.,Yes,1->1,1,1,yes,yes,1781,1235,complete,complete,1203,True,0.24416666666666664,9.14380714879468,False,834,True,0.15162454873646214,11.990407673860911,False
china,348,mapwise_china_map10_3D_t6_idx0124,L0,6,china:map10_3,Binary,Yes or no: the map depicts absolute values.,Yes,0->0,0,0,no,no,122,122,complete,complete,74,True,0.0,0.0,False,74,True,0.0,0.0,False
india,1762,mapwise_india_map131_6D_t16_idx0125,L1,15,india:map131_6,Range,What value range does Gujarat fall in?,"5,259.0 - 18,349.0",1->1,1,1,5259-18349,5259-18349,98,116,complete,complete,50,True,0.0,0.0,False,55,True,0.05769230769230771,0.0,False
india,1857,mapwise_india_map158_0D_t9_idx0126,L1,9,india:map158_0,Binary,Does Telangana fall in range 7914.33 - 22935.67?,No,1->1,1,1,no,no,332,329,complete,complete,169,True,0.10843373493975905,5.9171597633136095,False,168,True,0.10909090909090913,5.9523809523809526,False
india,1098,mapwise_india_map9_2C_t7_idx0127,L0,7,india:map9_2,Single,Is the legend continuous or discrete?,Continuous,1->1,1,1,['continuous'],['continuous'],203,90,complete,complete,131,True,0.015625,0.0,False,67,True,0.0,0.0,False
india,1290,mapwise_india_map50_8D_t41_idx0128,L0,40,india:map50_8,Single,Are the legends evenly spaced?,No,0->0,0,0,['yes'],['yes'],157,157,complete,complete,101,True,0.0,0.0,False,101,True,0.0,0.0,False
usa,2904,mapwise_usa_map_1347_t31_idx0129,L2,30,usa:map_1347,Binary,Yes or no: All the states bordering Texas belong to range 655-8718.,Yes,1->1,1,1,yes,yes,375,467,complete,complete,235,True,0.05603448275862066,8.51063829787234,False,310,True,0.07817589576547235,16.129032258064516,False
usa,2614,mapwise_usa_map_12175_t16_idx0130,L1,15,usa:map_12175,Range,What value range does state Mississippi fall in?,219-522,1->1,1,1,219-522,219-522,126,126,complete,complete,65,True,0.0,0.0,False,65,True,0.0,0.0,False
usa,2365,mapwise_usa_map_18348_t29_idx0131,L2,28,usa:map_18348,Range,Which range has the least number of states?,37.1-52.9%,0->0,0,0,,,3072,3072,truncated,truncated,1674,False,0.25074805505685216,17.323775388291516,True,1695,False,0.25472813238770686,20.058997050147493,True
usa,2425,mapwise_usa_map_1220_t37_idx0132,L3,36,usa:map_1220,Single,Which states bordering Lake Superior have missing data?,None,1->1,1,1,['none'],['none'],763,722,complete,complete,507,True,0.15674603174603174,17.75147928994083,False,472,True,0.10021321961620466,19.06779661016949,False
india,1600,mapwise_india_map97_6D_t4_idx0133,L0,4,india:map97_6,Range,What value range excluding missing values does the lightest shade represent?,649.0 - 674.0,1->1,1,1,649-674,649-674,133,239,complete,complete,74,True,0.04225352112676062,0.0,False,117,True,0.06140350877192979,8.547008547008547,False
china,741,mapwise_china_map9_0C_t18_idx0134,L3,17,china:map9_0,Binary,Yes or no: the value of Sichuan is higher than its neighbouring state Guizhou.,No,1->1,1,1,no,no,202,215,complete,complete,135,True,0.007575757575757569,7.407407407407407,False,143,True,0.0,6.993006993006993,False
india,1512,mapwise_india_map90_0C_t18_idx0135,L3,17,india:map90_0,Binary,Yes or no: the value of the Gujarat is higher than Maharashtra.,No,1->1,1,1,no,no,120,120,complete,complete,84,True,0.0,0.0,False,84,True,0.0,0.0,False
usa,2670,mapwise_usa_map_13555_t12_idx0136,L2,12,usa:map_13555,Range,What is the highest value range in the east coast region?,2.5-3M,0->0,0,0,4m,4m,268,513,complete,complete,201,True,0.010101010101010055,0.0,False,364,True,0.07756232686980613,8.241758241758241,False
india,1389,mapwise_india_map62_5D_t3_idx0137,L0,3,india:map62_5,Range,What is the overall range of the legend?,3.59 - 8.8,1->1,1,1,3.59-8.8,3.59-8.8,206,206,complete,complete,114,True,0.027027027027026973,8.771929824561404,False,114,True,0.027027027027026973,8.771929824561404,False
india,1281,mapwise_india_map44_6D_t34_idx0138,L3,33,india:map44_6,Binary,Yes or no: Assam is the easternmost state that has a lower value compared to all its neighbours.,No,1->1,1,1,no,no,1415,1723,complete,complete,935,True,0.2939914163090128,16.0427807486631,False,1076,True,0.22739981360671013,14.869888475836431,False
usa,2951,mapwise_usa_map_7502_t30_idx0139,L2,29,usa:map_7502,Binary,Does Florida have a different value than South Carolina amongst the states in the southeast region.,No,1->1,1,1,no,no,1077,179,complete,complete,557,True,0.29241877256317694,25.134649910233392,False,109,True,0.06603773584905659,9.174311926605505,False
india,1253,mapwise_india_map33_5D_t5_idx0140,L0,5,india:map33_5,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->1,1,1,yes,yes,195,189,complete,complete,122,True,0.03361344537815125,8.19672131147541,False,128,True,0.04800000000000004,7.8125,False
china,66,mapwise_china_map7_6C_t31_idx0141,L2,30,china:map7_6,Binary,Yes or no: a majority of coastal states have values less greater than 50.,No,0->0,0,0,,yes,3072,2300,truncated,complete,1672,False,0.2294787297783104,13.75598086124402,True,1260,True,0.20127287191726329,12.698412698412698,False
china,153,mapwise_china_map17_4C_t36_idx0142,L3,35,china:map17_4,Single,Name the South most state with values in range <200.,Hainan,0->0,0,0,['h'],['hunan'],556,1559,complete,complete,380,True,0.01591511936339518,2.6315789473684212,False,1006,True,0.1495513459621136,12.922465208747514,False
china,711,mapwise_china_map22_6D_t13_idx0143,L2,13,china:map22_6,Single,Which state has the highest value in the region around the capital?,Heibei,0->0,0,0,,['beijing'],3072,1873,truncated,complete,1790,False,0.36205931729155005,22.905027932960895,True,1142,True,0.30640913081650567,15.761821366024519,False
china,549,mapwise_china_map13_0D_t7_idx0144,L0,7,china:map13_0,Single,Is the legend discrete or continuous?,Discrete,1->1,1,1,['discrete'],['discrete'],203,203,complete,complete,145,True,0.028169014084507005,6.896551724137931,False,145,True,0.028169014084507005,6.896551724137931,False
china,299,mapwise_china_map6_3D_t37_idx0145,L3,36,china:map6_3,Single,Which state in the lowest range borders at least 5 states from range -1.80 - 7.90?,Guizhou,0->0,0,0,,,3072,3072,truncated,truncated,1739,False,0.2586405529953917,18.97642323174238,True,1739,False,0.30472350230414746,23.001725129384702,True
india,1717,mapwise_india_map121_2C_t10_idx0146,L1,10,india:map121_2,Single,Is the value of Punjab closer to Haryana or Bihar?,Bihar,1->1,1,1,['bihar'],['bihar'],1642,1444,complete,complete,1109,True,0.2703435804701627,10.820559062218214,False,934,True,0.23630504833512356,17.130620985010708,False
china,212,mapwise_china_map23_5C_t35_idx0147,L2,34,china:map23_5,Count,How many states bordering India have a value similar to Inner Mongolia?,1,0->0,0,0,0,4,2502,2172,complete,complete,1669,True,0.31512605042016806,16.177351707609347,False,1408,True,0.30106761565836304,22.017045454545453,False
china,26,mapwise_china_map3_6C_t17_idx0148,L2,16,china:map3_6,Count,Count the states with the values in range 2.5 - 3.0 in the region bordering Pakistan.,1,1->1,1,1,1,1,1748,950,complete,complete,1237,True,0.33792544570502436,16.168148746968473,False,660,True,0.20852359208523596,7.575757575757576,False
china,866,mapwise_china_map1_2D_t9_idx0149,L1,9,china:map1_2,Binary,Does state Xinjiang fall in range 20831.5 - 45816.0?,No,1->1,1,1,no,no,156,156,complete,complete,87,True,0.011904761904761862,0.0,False,87,True,0.011904761904761862,0.0,False
usa,2219,mapwise_usa_map_20746_t36_idx0150,L3,35,usa:map_20746,Single,Which is the northern most state with a value in the range 0.4-0.5?,Montana,0->0,0,0,,['maine'],3072,1363,truncated,complete,1995,False,0.3167670682730924,11.528822055137844,True,922,True,0.2524483133841132,7.592190889370933,False
india,1498,mapwise_india_map85_0C_t36_idx0151,L3,35,india:map85_0,Single,Name the Easternmost state with value in 20-25 lakh crore.,West Bengal,0->0,0,0,['arunachal pradesh'],,698,3072,complete,truncated,447,True,0.14639639639639634,11.185682326621924,False,2026,False,0.38803756796836386,25.666337611056267,True
china,634,mapwise_china_map16_5C_t33_idx0152,L3,32,china:map16_5,Binary,Yes or no: Guangdou and Guangxi are the pair of bordering states with the highest difference.,Yes,0->1,0,1,,yes,3072,1794,truncated,complete,2034,False,0.19842442146725747,8.849557522123893,True,1141,True,0.1810193321616872,10.5170902716915,False
usa,2738,mapwise_usa_map_7432_t36_idx0153,L3,35,usa:map_7432,Single,Name the western most state in the range 1-2.1%.,California,1->1,1,1,['california'],['california'],600,1358,complete,complete,361,True,0.08100558659217882,11.0803324099723,False,803,True,0.18625000000000003,19.925280199252803,False
india,1897,mapwise_india_map164_4C_t9_idx0154,L1,9,india:map164_4,Binary,Does the value of Tripura fall in range 600 - 800?,Yes,1->1,1,1,yes,yes,339,794,complete,complete,189,True,0.026881720430107503,10.582010582010582,False,491,True,0.12090163934426235,18.329938900203665,False
china,70,mapwise_china_map8_5C_t19_idx0155,L1,18,china:map8_5,Binary,Yes or no: the value of Tibet is higher than Jilin.,Yes,1->1,1,1,yes,yes,234,235,complete,complete,147,True,0.0,27.210884353741495,False,148,True,0.0,27.027027027027028,False
usa,2943,mapwise_usa_map_7729_t6_idx0156,L0,6,usa:map_7729,Binary,Yes or no: the map depicts percentages.,No,0->1,0,1,yes,no,396,475,complete,complete,278,True,0.10909090909090913,7.194244604316546,False,323,True,0.09062499999999996,6.191950464396285,False
india,1399,mapwise_india_map62_6C_t20_idx0157,L3,19,india:map62_6,Single,Name the easternmost state that has a higher value compared to all its neighbours.,Assam,0->0,0,0,,['arunachal pradesh'],3072,1672,truncated,complete,2071,False,0.27417794970986464,13.520038628681796,True,1244,True,0.25946817082997586,10.45016077170418,False
china,610,mapwise_china_map9_7C_t33_idx0158,L3,32,china:map9_7,Binary,Yes or no: Inner Mongolia and Liaoning are the pair of bordering states with the highest difference.,No,0->0,0,0,,yes,3072,1722,truncated,complete,2000,False,0.21832749123685524,8.0,True,1095,True,0.08058608058608063,5.47945205479452,False
usa,2050,mapwise_usa_map_15117_t35_idx0159,L2,34,usa:map_15117,Count,How many states bordering Wyoming have a value higher than state Massachusetts?,1,1->1,1,1,1,1,1303,872,complete,complete,906,True,0.19490586932447396,8.830022075055188,False,590,True,0.06984667802385014,6.779661016949152,False
india,1432,mapwise_india_map69_0D_t18_idx0160,L3,17,india:map69_0,Binary,Yes or no: the value of the Madhya Pradesh is similar to its neighbouring state Rajasthan.,No,0->0,0,0,yes,yes,342,238,complete,complete,209,True,0.09223300970873782,9.569377990430622,False,130,True,0.055118110236220486,15.384615384615385,False
india,1456,mapwise_india_map72_6C_t16_idx0161,L1,15,india:map72_6,Range,Between which two legend markings does Tripura fall in?,0 - 50k,0->1,0,1,150000-200000,0-50000,2388,680,complete,complete,1328,True,0.4815094339622642,24.849397590361445,False,395,True,0.14795918367346939,25.31645569620253,False
usa,2669,mapwise_usa_map_13555_t34_idx0162,L3,33,usa:map_13555,Binary,Yes or no: New York is the northern most state with value > 1M that has a higher value compared to all its neighbours.,Yes,1->1,1,1,yes,yes,771,797,complete,complete,537,True,0.1741573033707865,9.31098696461825,False,542,True,0.19294990723562155,7.380073800738008,False
china,90,mapwise_china_map10_5C_t19_idx0163,L1,18,china:map10_5,Binary,Yes or no: the value of Hubei is similar to Guangdong.,Yes,1->1,1,1,yes,yes,175,360,complete,complete,129,True,0.007936507936507908,7.751937984496124,False,265,True,0.0992366412213741,11.320754716981131,False
china,540,mapwise_china_map11_8D_t1_idx0164,L0,1,china:map11_8,Count,How many distinct categories does the legend contain?,7,1->1,1,1,7,7,482,366,complete,complete,189,True,0.15053763440860213,5.291005291005291,False,157,True,0.0714285714285714,6.369426751592357,False
india,1691,mapwise_india_map112_2D_t23_idx0165,L2,22,india:map112_2,Count,How many states bordering Bangladesh have a value higher than Tamil Nadu?,1,0->1,0,1,,1,3072,2877,truncated,complete,1785,False,0.29461279461279466,9.523809523809524,True,1760,True,0.3022196926579397,7.954545454545454,False
china,79,mapwise_china_map8_5C_t31_idx0166,L2,30,china:map8_5,Binary,Yes or no: a majority of states bordering North Korea have values less than 2.,Yes,1->1,1,1,yes,yes,1986,863,complete,complete,1257,True,0.3708133971291866,23.86634844868735,False,615,True,0.16013071895424835,16.260162601626018,False
china,233,mapwise_china_map3_1C_t22_idx0167,L2,21,china:map3_1,Binary,Yes or no: States bordering Bhutan have lower values on average than states bordering North Korea.,Yes,1->1,1,1,yes,yes,1116,599,complete,complete,695,True,0.06936416184971095,10.071942446043165,False,388,True,0.09350649350649354,15.463917525773196,False
india,1846,mapwise_india_map156_2D_t8_idx0168,L0,8,india:map156_2,Range,Which class has the largest range of values?,828.6 - 8787.0,1->1,1,1,828.6-8787,828.6-8787,265,354,complete,complete,116,True,0.03539823008849563,0.0,False,151,True,0.06756756756756754,0.0,False
india,1471,mapwise_india_map81_5D_t19_idx0169,L1,18,india:map81_5,Binary,Yes or no: the value of Telangana is similar to Haryana.,Yes,1->1,1,1,yes,yes,521,177,complete,complete,320,True,0.12302839116719244,18.75,False,109,True,0.047169811320754707,9.174311926605505,False
india,1677,mapwise_india_map110_0D_t42_idx0170,L2,41,india:map110_0,Binary,"Yes/No: Nagaland has a similar value to Bihar, and also have a higher value than Chhattisgarh.",Yes,0->0,0,0,no,no,2751,1500,complete,complete,1439,True,0.24721448467966578,20.152883947185547,False,820,True,0.2949816401468788,8.536585365853659,False
usa,2811,mapwise_usa_map_5000_t9_idx0171,L1,9,usa:map_5000,Binary,Does Florida fall in range 0.34-0.36?,Yes,0->1,0,1,no,yes,672,174,complete,complete,441,True,0.2374429223744292,18.140589569160998,False,109,True,0.018867924528301883,9.174311926605505,False
india,1069,mapwise_india_map7_5C_t9_idx0172,L1,9,india:map7_5,Binary,Does the value of Karnataka fall in range 100 - 150?,Yes,1->1,1,1,yes,yes,421,684,complete,complete,259,True,0.140625,11.583011583011583,False,425,True,0.22037914691943128,21.176470588235293,False
china,511,mapwise_china_map3_2D_t20_idx0173,L3,19,china:map3_2,Single,Name the East-most state that belongs to a lower value range compared to all its neighbours.,Zhejiang,0->0,0,0,,['heilongjiang'],3072,2713,truncated,complete,1852,False,0.3136830719307734,14.038876889848812,True,1679,True,0.1927207637231504,14.889815366289458,False
india,1131,mapwise_india_map12_7D_t1_idx0174,L0,1,india:map12_7,Count,How many distinct categories does the legend contain?,5,0->0,0,0,6,6,278,278,complete,complete,132,True,0.046511627906976716,7.575757575757576,False,132,True,0.046511627906976716,7.575757575757576,False
india,1121,mapwise_india_map11_1C_t32_idx0175,L2,31,india:map11_1,Binary,Yes or no: Uttar Pradesh is an outlier compared to other states bordering Nepal.,No,0->0,0,0,yes,yes,940,1364,complete,complete,656,True,0.14548238897396626,9.146341463414634,False,925,True,0.20173535791757047,7.5675675675675675,False
india,1465,mapwise_india_map79_2D_t12_idx0176,L2,12,india:map79_2,Range,What is the least value range in the west coast region?,"667,971.4 - 2,797,017.6",0->0,0,0,,10065284.8-13870577.8,3072,2220,truncated,complete,1680,False,0.31067382230172924,13.69047619047619,True,1239,True,0.2969255663430421,11.299435028248588,False
india,1306,mapwise_india_map51_0D_t16_idx0177,L1,15,india:map51_0,Range,What value range does Uttarakhand fall in?,"612,703.6 - 2,680,083.0",0->0,0,0,173914.99-612703.6,173914.99-612703.6,284,287,complete,complete,112,True,0.06422018348623848,0.0,False,114,True,0.06306306306306309,0.0,False
china,965,mapwise_china_map11_5D_t34_idx0178,L3,33,china:map11_5,Binary,Yes or no: Xinjiang is the West-most state that has a higher value compared to all its neighbours.,Yes,0->0,0,0,no,no,1738,2183,complete,complete,1004,True,0.15484515484515482,11.952191235059761,False,1246,True,0.329847144006436,14.446227929373997,False
india,1729,mapwise_india_map123_0D_t33_idx0179,L3,32,india:map123_0,Binary,Yes or no: Goa and Maharashtra are the pair of bordering states with the highest difference.,No,0->1,0,1,,no,3072,1400,truncated,complete,1667,False,0.26682692307692313,4.199160167966407,True,785,True,0.15601023017902815,3.821656050955414,False
usa,2427,mapwise_usa_map_1220_t33_idx0180,L3,32,usa:map_1220,Binary,Yes or no: Utah and Arizona are the pair of bordering states with the highest difference.,No,0->1,0,1,,no,3072,1722,truncated,complete,1596,False,0.18455743879472697,11.278195488721805,True,887,True,0.1380090497737556,6.764374295377678,False
usa,2046,mapwise_usa_map_15117_t8_idx0181,L0,8,usa:map_15117,Range,Which class has the largest range of values?,0,1->1,1,1,0,0,2451,1009,complete,complete,1511,True,0.33355437665782495,21.83984116479153,False,606,True,0.18905472636815923,16.501650165016503,False
india,1809,mapwise_india_map138_0D_t42_idx0182,L2,41,india:map138_0,Binary,"Yes/No: Bihar has a similar value as Manipur, and also have a higher value than Tamil Nadu.",No,1->1,1,1,no,no,681,510,complete,complete,368,True,0.12876712328767126,5.434782608695652,False,284,True,0.09964412811387902,3.5211267605633805,False
usa,2752,mapwise_usa_map_7299_t19_idx0183,L1,18,usa:map_7299,Binary,Yes or no: the value of the Michigan is higher than Florida.,Yes,1->1,1,1,yes,yes,146,145,complete,complete,70,True,0.0,0.0,False,69,True,0.0,0.0,False
india,1792,mapwise_india_map137_7C_t16_idx0184,L1,15,india:map137_7,Range,Between which two legend markings does Sikkim fall in?,-2000 - 0,0->0,0,0,0-2000,-4000--2000,1105,2426,complete,complete,643,True,0.26093750000000004,27.993779160186627,False,1436,True,0.40125610607117934,24.37325905292479,False
china,270,mapwise_china_map3_6D_t37_idx0185,L3,36,china:map3_6,Single,Which state in range 1.40 - 2.90 borders at least 2 states from the highest range?,Gansu,0->0,0,0,,,3072,3072,truncated,truncated,1807,False,0.22006651884700668,7.194244604316546,True,1744,False,0.23032739804709934,12.041284403669724,True
india,1997,mapwise_india_map171_4C_t9_idx0186,L1,9,india:map171_4,Binary,Does the value of West Bengal fall in the range 2M - 3M?,Yes,1->1,1,1,yes,yes,1887,1230,complete,complete,1325,True,0.4319213313161876,18.867924528301888,False,845,True,0.2684085510688836,17.75147928994083,False
china,64,mapwise_china_map7_6C_t36_idx0187,L3,35,china:map7_6,Single,Name the East most state with values in range 30-40.,Heilongjiang,0->0,0,0,['shanghai'],['shanghai'],2501,899,complete,complete,1508,True,0.26710963455149506,21.220159151193634,False,606,True,0.10779436152570476,8.250825082508252,False
usa,2005,mapwise_usa_map_8808_t1_idx0188,L0,1,usa:map_8808,Count,How many distinct categories does the legend contain?,4,1->1,1,1,4,4,132,132,complete,complete,72,True,0.0,0.0,False,72,True,0.0,0.0,False
usa,2687,mapwise_usa_map_13396_t37_idx0189,L3,36,usa:map_13396,Single,Which state in with value >90 borders at least 2 states from range 80-90?,None,0->0,0,0,,,3072,3072,truncated,truncated,2047,False,0.297945205479452,13.190034196384953,True,1982,False,0.31733198585144007,17.15438950554995,True
usa,2338,mapwise_usa_map_1280_t13_idx0190,L2,13,usa:map_1280,Single,Which state has the second highest value along the Canada border?,Washington,0->0,0,0,,,3072,3072,truncated,truncated,1831,False,0.36269146608315095,12.561441835062807,True,1899,False,0.38080168776371304,11.058451816745656,True
usa,2115,mapwise_usa_map_15641_t3_idx0191,L0,3,usa:map_15641,Range,What is the overall range of the legend?,5.4-21.8,1->1,1,1,5.4-21.8,5.4-21.8,154,173,complete,complete,94,True,0.0,0.0,False,108,True,0.00952380952380949,0.0,False
china,400,mapwise_china_map16_0D_t22_idx0192,L2,21,china:map16_0,Binary,Yes or no: States bordering Xinjiang have lower values on average than states bordering Fujian.,Yes,1->1,1,1,yes,yes,1451,1546,complete,complete,816,True,0.2410824108241082,9.803921568627452,False,877,True,0.2448512585812357,9.122006841505131,False
usa,3024,mapwise_usa_map_12319_t1_idx0193,L0,1,usa:map_12319,Count,How many distinct categories does the legend contain?,3,1->1,1,1,3,3,80,80,complete,complete,58,True,0.0,0.0,False,58,True,0.0,0.0,False
china,938,mapwise_china_map6_2D_t6_idx0194,L0,6,china:map6_2,Binary,Yes or no: the map depicts percentages.,No,0->0,0,0,yes,yes,315,518,complete,complete,226,True,0.06278026905829592,8.849557522123893,False,380,True,0.11405835543766574,5.2631578947368425,False
usa,2481,mapwise_usa_map_11349_t32_idx0195,L2,31,usa:map_11349,Binary,Yes or no: Georgia is an outlier compared to other states in the east coast region.,No,0->1,0,1,yes,no,1720,1357,complete,complete,1190,True,0.2527379949452401,9.243697478991596,False,956,True,0.2350472193074502,7.322175732217573,False
